Johnson Su[F1],Johnson Sb[F2],Johnson Sb[F3],Johnson Su[F4]
-0.119595241,-0.405129946,-2.772593923,0.2107280986
0.2898776624,-0.310384475,-2.251933267,0.4952121137
1.1166814102,0.2583048339,-1.480728524,1.3283243087
0.9857613006,0.0299287027,-1.692295022,1.2088332284
1.1844566578,0.0640636171,-1.370521398,1.2989335991
0.7726458442,-0.05735561,-1.899121915,1.0473552172
0.9455082259,0.0255922258,-1.704066151,1.1301526384
0.9745569366,-0.085725152,-1.509311598,1.0838022349
1.0629163506,-0.010121524,-1.45361609,1.148296484
1.050324619,0.0003600541,-1.455603054,1.1655162827
1.0718300381,0.0015550365,-1.428777143,1.153262629
0.8612112258,-0.072979006,-1.680283406,1.0211556447
1.8140076584,1.0004912802,-1.036469058,2.0361241499
1.7658701924,0.2619429935,-0.539348159,1.7683561198
1.4822902889,0.3312710149,-1.033596946,1.6262775365
1.6422329273,0.2842001028,-0.859575234,1.6988945663
1.5232171045,0.1818914629,-0.95122985,1.5831149767
1.7809513294,0.2974222125,-0.527642274,1.7115536074
1.5235858124,0.2293086077,-0.964833616,1.5502167398
1.5168246506,0.2002932622,-0.956572113,1.5441799088
0.8715604623,0.274284911,-1.904106323,1.052328376
1.2200411512,0.3658353998,-1.328407808,1.2719569444
0.8186811749,0.2412581807,-1.952980654,1.0071148456
1.3248348541,0.6799683006,-1.374369254,1.5097395272
0.731524675,0.2846620705,-2.117316013,0.9851167853
0.9253494739,0.3318405426,-1.83428565,1.1620591883
0.8919011145,0.2654355943,-1.790571584,1.0401661425
0.8465489588,0.2751196433,-1.854551919,1.0893589581
0.7267082241,0.2226692995,-2.028496087,0.9509857971
0.8752825725,0.2296531499,-1.733257262,1.0555058517
0.8235069185,0.1947211542,-1.835081009,0.9797905627
0.5522526834,0.0690602485,-1.938102706,0.6495668604
0.3042616147,-0.076472094,-2.246579048,0.4154686812
0.4950709992,-0.126877056,-1.875692521,0.4564755469
0.2877570022,-0.256059802,-2.144749952,0.2354102726
0.0160104463,-0.345184334,-2.414107494,-0.020248605
0.4040494473,-0.297321336,-1.951981916,0.2714810416
0.3076048575,-0.310621865,-2.026509841,0.2268621187
0.1894747357,-0.405529291,-2.198515555,0.0723355471
0.2307113772,-0.35749032,-2.117242433,0.1658579509
0.4771888413,-0.329734835,-1.825626714,0.3288835481
0.322332063,-0.193300929,-2.069822925,0.3212480157
0.2066965374,-0.420242032,-2.1504936,0.0773907128
-0.026949744,-0.483432858,-2.385475497,-0.119746599
0.4570748054,-0.44758928,-1.800449837,0.2794055738
-0.039018559,-0.610868493,-2.37078323,-0.152629325
0.0564988872,-0.611780457,-2.299447346,-0.07798788
-0.048650122,-0.632403016,-2.403223787,-0.075394091
0.0142430629,-0.668557348,-2.345019034,-0.144999518
-0.337028635,-0.759078112,-2.714292772,-0.401929595
0.1454710047,-0.666836314,-2.18149713,0.0252272825
-0.965346309,-0.940684447,-3.398334083,-0.837219191
-0.68734344,-0.933710449,-3.171008823,-0.626612705
-0.819723158,-0.971968778,-3.289212815,-0.542665376
-0.920835696,-1.072585457,-3.392916722,-0.896695303
-0.964772837,-0.992370885,-3.453148663,-0.608278183
-1.107585979,-1.135737944,-3.582846649,-1.114534389
-1.082471913,-1.102712211,-3.531338072,-0.820267467
-1.128804595,-1.130117391,-3.607319126,-1.042111095
-1.33473137,-1.173268451,-3.776005354,-1.091568117
1.9174995393,0.4410532471,-1.014425559,1.9925783083
1.7942246374,0.3729834734,-1.085385241,1.8852266205
1.5502775733,0.3028363708,-1.522150575,1.7807577113
1.8758346322,0.3562916339,-0.955633877,1.9426372865
1.7584772497,0.3846495289,-1.297272324,1.9049418357
1.891541648,0.3563249629,-0.871200299,1.9176476767
2.0021804026,0.49103923,-0.938868208,2.0262026762
0.0170864645,-0.638668486,-2.242343641,-0.358180711
0.0099725498,-0.577640019,-2.291365834,-0.426375221
0.0506306033,-0.637860784,-2.196505721,-0.344382208
-0.041763306,-0.611786644,-2.330716698,-0.588941832
0.3585912751,-0.521662782,-1.83813316,0.0996487158
-0.787933559,-0.8086205,-3.185099289,-1.411320489
2.1076590944,0.2112837857,-0.415202882,2.0567452473
2.4745843648,0.3529252948,0.0493653141,2.3024262862
2.6390825088,0.3761369885,0.5569787782,2.3494587009
2.7545476051,0.385483116,0.7419895473,2.4440514197
2.6179876292,0.3379107644,0.5353068169,2.3555023139
2.5902528235,0.3662409884,0.2872775505,2.3935805183
2.9267901795,0.4263712369,1.2057733966,2.5229982329
2.6919891415,0.3750084137,0.6698078107,2.4181916151
1.5934318092,0.3560908138,-1.311830525,1.7377445789
1.4973982705,0.3060732593,-1.524213771,1.6796332052
1.5600117651,0.3520621269,-1.419033442,1.745999507
2.1259231251,0.523035533,-0.626499976,2.0351909222
2.168972372,0.4912898135,-0.468013622,2.0629602337
1.7287379495,0.3873449168,-1.299248188,1.8266006823
2.0150884423,0.4444802309,-0.71614059,1.979785901
1.746762021,0.3611315666,-1.22622692,1.8329323122
1.9731761891,0.4549654266,-0.836123351,1.9735216617
2.2630599336,0.5421454925,-0.472927182,2.1245002422
2.0015850169,0.389741191,-0.621071408,1.9121153891
2.0769815232,0.4290192589,-0.673505444,1.9934231198
2.0339583904,0.4127461484,-0.638455045,1.9744183289
2.2476559217,0.4233362788,-0.365888945,2.0860817721
2.0415124412,0.3625846264,-0.64294662,1.9444844502
2.147386135,0.3827712732,-0.449234407,2.0459347215
2.1524982932,0.3752375986,-0.440752997,2.0245630852
1.7768893272,0.2825312824,-1.018519856,1.8522894826
2.3068866571,0.4568415427,-0.260106807,2.1267467199
2.3353174124,0.3778675501,-0.211337944,2.1758669396
2.3179256664,0.3703939192,-0.305155157,2.1991592404
2.7738563394,0.4538346703,0.836973684,2.4117339886
2.5288493269,0.3238565599,0.258688176,2.2874880992
2.64040029,0.3812095605,0.589234086,2.3457735075
2.4183392338,0.2483826575,0.1249363158,2.2328132737
2.488831252,0.3050602286,0.3664780607,2.2566181592
2.8720549399,0.4553819415,0.8615028031,2.4845381407
0.4627715986,-0.362177481,-1.772557203,0.3465396337
-0.022281302,-0.470268649,-2.395618321,0.0627182116
0.2084689281,-0.515780212,-2.050049602,0.0455189947
-0.018618454,-0.489441471,-2.375149887,0.0604963019
-0.472516916,-0.705840832,-2.840665404,-0.582371605
0.1621563944,-0.410896157,-2.174382797,0.2603554345
0.039255199,-0.592252175,-2.24841208,-0.038069198
0.0230322374,-0.519641408,-2.291732361,0.068878026
0.4283566144,-0.494741009,-1.7548053,0.2801503294
0.3593469714,-0.403308507,-1.913208144,0.4039012411
1.8504471765,0.3931294101,0.0444020194,1.4835125032
1.0975909342,0.1664033897,-1.162414289,1.0231053668
1.1460645994,0.2103226396,-1.176081315,1.0500319355
1.166440137,0.2507398558,-1.214941441,1.1208952924
1.350193029,0.267922068,-0.843448845,1.1874244325
-1.614315027,-1.385163715,-3.974255057,-1.916643448
-1.968113698,-1.510107557,-4.246046232,-2.036887733
-1.480670257,-1.303520382,-3.861364453,-1.779987718
-2.367670137,-1.645783415,-4.531677204,-2.443366458
-2.587445886,-0.95901132,-4.94163523,-2.489122267
-2.045485041,-0.927957409,-4.510588476,-1.806269785
-3.133952727,-1.092772624,-5.244738036,-2.777691078
-2.140307412,-0.908376171,-4.58792693,-2.029857742
-3.0836375,-1.066214821,-5.224587267,-2.812788153
-2.665748957,-1.002603908,-4.939743515,-2.405627361
-3.003997396,-1.010291608,-5.186011405,-2.80251833
-1.8001676,-0.766043433,-4.350525839,-1.483658131
-2.772620554,-0.933713821,-5.075188336,-2.559627143
-1.804198368,-0.768228095,-4.364508992,-1.602338396
-0.780125721,-0.382151575,-3.67743409,-0.125334116
-0.705225576,-0.336839407,-3.607553645,0.0853992066
-1.343493239,-0.47784317,-4.206462934,-0.669878348
-0.379373027,-0.26601522,-3.278080111,0.2811611185
-1.207858349,-0.402943365,-4.146077776,-0.426136138
-0.450326009,-0.278003502,-3.364816281,0.2962480639
-0.87072788,-0.334474915,-3.836803987,-0.129657608
-0.16913889,-0.191856016,-3.083205816,0.5081029951
-1.183190312,-0.435169275,-4.077783999,-0.42328222
-0.348997884,-0.27447573,-3.2394522,0.3101158282
-0.825588817,-0.376177312,-3.749744554,-0.113637939
-0.491222811,-0.295498835,-3.399859222,0.217633471
-0.3926981,-0.234173316,-3.360478479,0.2545330014
-0.588355006,-0.301358413,-3.501655331,0.1641518888
-1.204530378,-0.406351026,-4.124511258,-0.450069582
-0.08629731,-0.160984872,-3.027394956,0.5605857975
-1.50897672,-0.542291306,-4.324278135,-0.986333539
-0.719013577,-0.385472392,-3.573926219,-0.03512107
-1.20856105,-0.454987795,-4.089946194,-0.535452508
-0.838026529,-0.431113084,-3.640846915,-0.247015279
-1.031281868,-0.383262872,-3.99719348,-0.281305773
-0.355405672,-0.228318456,-3.328797979,0.3797957075
-0.099100214,-0.189348553,-3.008454589,0.5026471191
-1.924203976,-0.583375854,-4.677636155,-1.2306661
-0.873777174,-0.351396424,-3.782059846,-0.077102042
-0.598677739,-0.236246941,-3.671820966,0.1791240559
-0.307621955,-0.185330169,-3.296782669,0.4390562278
-0.271679492,-0.096765883,-3.391207898,0.4810401321
-0.250587391,-0.158598936,-3.279940375,0.5222781244
-0.515588813,-0.235187866,-3.53717408,0.1803863756
-0.197221088,-0.23805881,-3.064539778,0.3876487436
-1.050018052,-0.396243581,-4.000589089,-0.361830307
-0.294096823,-0.194229466,-3.255250179,0.4156349941
-0.820035335,-0.265067639,-3.874495775,0.0357050119
-1.033891822,-0.425258788,-3.89459164,-0.238556411
-1.015124977,-0.414224018,-3.921224677,-0.433755565
-0.596019776,-0.319266773,-3.514636801,0.182742249
-1.171802672,-0.447441005,-4.022692124,-0.614546367
-0.916782174,-0.428039293,-3.74061224,-0.266108377
-2.206667126,-0.747671583,-4.762993596,-2.193005436
-0.862216628,-0.454272047,-3.664853226,-0.288525078
-1.683876336,-0.589774751,-4.42120685,-1.347050238
-1.085960074,-0.484063204,-3.897731022,-0.442938446
-3.816679968,-1.5269667,-5.454143042,-3.274210417
-2.268008973,-1.158236805,-4.543323527,-2.594664909
-3.506662889,-1.519769323,-5.307831472,-3.226646367
-3.093462323,-1.348390371,-5.079663834,-2.905567401
-0.233073507,-1.154914903,-2.604694179,-0.450663055
0.4620436454,-0.91975168,-1.728251135,0.4326641418
-0.78875636,-1.398192229,-3.190657443,-1.241303839
0.2574915979,-1.011479796,-2.014956156,0.2154997622
0.0063080954,-1.06456887,-2.317120906,-0.259649005
0.0415484147,-1.097080979,-2.26781347,0.0162293741
-0.46696697,-1.297849563,-2.837212915,-0.870834312
0.3013430918,-0.965407454,-1.942117722,0.2517241132
-0.343588109,-1.075985564,-2.810255381,-0.249556258
-0.076103104,-0.957584711,-2.53085723,0.2177806919
-0.559552613,-1.223630162,-3.00382617,-0.576290575
0.0180153741,-0.986904276,-2.377740398,0.2358098092
-0.286938638,-1.130555821,-2.70529961,-0.36071745
-0.198816116,-1.101397372,-2.601704423,-0.106154606
-0.170890089,-1.10466712,-2.562827632,-0.275228776
-0.132781114,-1.096357938,-2.493289023,-0.063761497
-0.448033514,-1.250903705,-2.85655176,-0.66063361
-0.1015371,-1.087033569,-2.465046715,0.0283342213
-0.256266841,-1.080586184,-2.695713904,-0.25004002
-0.065481608,-1.02006729,-2.45812146,0.1057746448
-0.521980977,-1.214505588,-2.951203066,-0.601872819
0.0224899964,-1.008521152,-2.340056318,0.1010327108
-0.562899423,-1.235345725,-2.994275732,-0.611234297
0.0005545034,-1.031676745,-2.340717814,0.0491055191
-0.472664249,-1.240122887,-2.871987694,-0.648132805
-0.093094994,-1.075360135,-2.446262975,-0.050337626
-1.764309659,-0.634763724,-4.47387927,-1.437989339
-1.346036017,-0.567630854,-4.081301386,-0.701348869
-0.953806945,-1.108068056,-3.439413108,-0.775474369
-0.97472006,-1.459016404,-3.347756753,-1.126802018
-1.026430026,-1.588670335,-3.432190686,-1.255098642
-1.31925944,-1.601803741,-3.678367042,-1.26395783
-1.230129417,-1.622543787,-3.64948365,-1.255275243
-1.580185253,-1.735325182,-3.926080513,-1.680994414
-1.106286392,-1.526188769,-3.564177133,-1.06994034
-1.805832311,-1.893691038,-4.111194859,-1.944676841
-1.400667714,-1.683341161,-3.838683127,-1.453117857
-1.038216872,-1.415235096,-3.479044481,-0.760773284
-1.099715299,-1.45936424,-3.579496913,-0.986953951
-1.314638232,-1.500069571,-3.729914885,-1.045683489
-1.258516297,-1.595018994,-3.701119723,-1.1932664
-1.052062439,-1.484938126,-3.480075382,-0.83129385
-1.548879189,-1.832157259,-3.947701518,-1.695095069
-1.032496327,-1.432066498,-3.470203546,-0.806577838
-1.534659241,-1.66213693,-3.975156688,-1.587224722
-1.385405468,-1.516745084,-3.81302094,-1.190096374
-1.477711153,-1.60984821,-3.937969573,-1.355246501
-1.507000156,-1.548309295,-3.939204809,-1.253913886
-1.739961814,-1.687696656,-4.160726592,-1.719354777
-1.565065991,-1.517484127,-4.010760796,-1.232558631
-1.835205429,-1.730663038,-4.255061726,-1.823400129
-1.61766967,-1.534012691,-4.056758215,-1.23775283
-1.693258497,-1.635620805,-4.147524691,-1.54551176
1.5240529654,0.7526153797,-1.17452931,1.6382192227
1.3007416691,0.5786085167,-1.490256873,1.4451097728
1.1461794695,0.4795321562,-1.642838852,1.335934492
1.0328649701,0.3838028213,-1.777502044,1.201773653
0.8310665407,0.2978995104,-1.936105518,1.0659149704
0.7199176107,0.2354991543,-2.092906302,0.9409016416
1.069641241,0.3781186034,-1.63613368,1.2509981539
0.7500627833,0.2138980407,-2.013228446,0.9220570234
0.9265699212,0.25638267,-1.715161817,1.0636748203
0.9842028819,0.2799786379,-1.679860267,1.0819037566
1.0809130784,0.4820730872,-1.648465275,1.3005179218
1.1088247965,0.4057047842,-1.577334534,1.2402451301
0.8482762987,0.3070201233,-1.866607216,1.0872821674
0.9681839676,0.3209203825,-1.734253733,1.1214944585
0.7427587198,0.209441717,-1.920857775,0.951632487
1.0199191199,0.3036818152,-1.5992088,1.1298952044
0.579212415,0.1304230445,-2.108318552,0.8173675303
0.9229638406,0.2190325904,-1.664487994,1.0166464331
0.6589598325,0.1386986608,-1.975729164,0.8819194827
0.9841039014,0.1860678223,-1.514155768,1.0010627193
0.8341484061,-0.219747534,-1.916876933,1.253110353
0.3413480572,-0.332547527,-2.573470042,0.9375709311
0.8117119513,-0.288911984,-1.923951879,1.1942005167
0.9671176022,-0.219418649,-1.627689743,1.3172544678
0.849943988,-0.357021601,-1.789869834,1.2378900886
0.6439656482,-0.328464106,-2.065465406,1.1331576006
0.2843007399,-0.255302861,-2.662685667,0.9030284346
0.4477597654,-0.267631975,-2.428845009,0.8879158781
0.0918354322,-0.353357025,-2.797797947,0.7271058657
0.0652194344,-0.391297054,-2.865664082,0.6746999548
0.1024718088,-0.301202334,-2.816654127,0.7593094315
0.1897306752,-0.392865506,-2.657626443,0.6935876723
0.3423714681,-0.238435284,-2.581034687,0.9435495944
0.4514416135,-0.28499224,-2.451312496,0.9763813933
0.6301673819,-0.330518709,-2.083837261,1.1712646221
0.8197723868,-0.325959133,-1.745212125,1.1475423197
1.018227998,-0.172494307,-1.614309431,1.4344161941
1.0878278657,-0.168951623,-1.558049657,1.4416406185
1.1154840577,-0.219169234,-1.296291249,1.4004323
1.1590203498,-0.130797356,-1.357632195,1.4181158679
1.4185689937,-0.13826747,-0.810592807,1.5723289472
1.7571955429,0.6012076534,-1.295753648,1.7112715878
1.6504876282,0.5796092803,-1.51424798,1.6440287078
0.9325879778,0.4474154541,-2.1289743,1.1747885704
1.4937088153,0.5640459161,-1.281921221,1.3748264188
-4.55897993,,-5.553111208,-3.162379667
-4.585397735,,-5.626419774,-3.108988683
-4.950756753,,-5.73370213,-3.209287805
-4.767288782,,-5.72872935,-3.120284689
-4.976025341,,-5.795978695,-3.205689612
-5.356373595,,-5.951275562,-3.195210275
-2.226827619,-0.744735336,-4.802726536,-2.047896934
-1.199739049,-0.516644901,-3.974969135,-0.544766314
-1.295868711,-0.48673664,-4.166075971,-0.661420361
-0.41127336,-0.296538395,-3.278388362,0.2390241827
-1.765812082,-0.581732104,-4.526671052,-1.295183051
-1.276715402,-0.499054872,-4.087194779,-0.517150662
-1.5441448,-0.547723212,-4.357663124,-0.913768192
-0.683449703,-0.356915948,-3.551530173,0.0306987424
-1.189649965,-0.465004715,-4.061467408,-0.542060646
-0.644046516,-0.341467261,-3.522800154,0.0768883598
-1.127032069,-0.446742949,-4.001450697,-0.50055532
-0.621426195,-0.317331538,-3.527191193,0.09853223
-1.46140534,-0.523093933,-4.284939253,-0.897606182
-1.223887531,-0.452794697,-4.054758389,-0.479827752
-1.178558832,-0.410813188,-4.091946616,-0.469161135
-0.363249134,-0.20834406,-3.308082494,0.373927664
-2.066915881,-0.763902919,-4.647099436,-1.806019711
-1.827799777,-0.754889719,-4.396631263,-1.345552519
-2.447536833,-0.869679761,-4.881376617,-2.346452617
-1.509597062,-0.589588094,-4.214147415,-0.811751989
-2.025952756,-0.69811303,-4.642385243,-1.798586065
-0.980738656,-0.462440011,-3.775980418,-0.295836039
-1.980106406,-0.727825811,-4.586415435,-1.907444571
-1.429389904,-0.559621868,-4.148664787,-0.719227011
-1.519221737,-0.579247932,-4.27947661,-1.062191817
-1.791831828,-0.604096193,-4.478499801,-1.052108529
-1.441385141,-0.519299393,-4.254768291,-0.871195655
-0.714666672,-0.34063511,-3.601771069,0.0871001243
-1.031547187,-0.437266365,-3.892843733,-0.477388053
-0.612578047,-0.354635871,-3.463945726,0.1070011248
-1.961264768,-0.64766493,-4.648457076,-1.633643202
-0.714342901,-0.338020732,-3.577987861,0.0527900263
-0.90008713,-0.395525655,-3.775774927,-0.310963403
-0.70584342,-0.328977225,-3.609121843,0.1018976002
2.0273994434,0.4072709355,-0.73654727,1.9830538404
1.7752547733,0.324838479,-1.167358509,1.8312004809
1.8565129165,0.3534223009,-1.043010443,1.9109581589
1.9633855629,0.3525378618,-0.916444404,1.9702638706
1.7338365137,0.2946024125,-1.260917231,1.8423848575
2.0309626288,0.3384845699,-0.620798155,1.982486781
2.1681470817,0.3911218409,-0.554322366,2.0771041425
1.6554873293,0.4117987117,-1.223626626,1.7687031421
1.4916730304,0.3420882147,-1.605422709,1.6992657531
1.8520136665,0.4588313529,-0.998661201,1.9068648266
2.0404166936,0.5121275784,-0.769105067,1.9916756518
1.6904557808,0.3607919753,-1.194908796,1.8081258372
1.8828416461,0.4118582885,-1.060896133,1.9231505706
1.7611318614,0.4393103877,-1.280874272,1.8853648626
1.4432504796,0.3398399596,-1.799114927,1.7223201321
2.220791811,0.5200053353,-0.364292027,2.0846192399
2.153125512,0.5022415274,-0.636303869,2.0659782548
1.2674297172,0.2868355429,-1.713858928,1.5849439303
1.6390678206,0.3961412228,-1.322243046,1.7974482778
1.2287522756,0.2182074237,-1.751945517,1.5622069397
1.455878473,0.3400693841,-1.561218242,1.6997409021
1.4852999275,0.3327117684,-1.491885492,1.7345822548
1.7941712448,0.4462850632,-1.129757755,1.8849476646
1.721956633,0.3843967306,-1.139511002,1.8485131214
1.7440143846,0.4137698697,-1.190163001,1.8655156967
1.7462529176,0.4039125696,-1.115677858,1.86040401
1.7726325857,0.4309844518,-1.152130396,1.8647172284
0.9222794895,0.024968453,-1.773995663,1.195820905
0.507778729,-0.06620212,-2.26529088,0.8977193314
0.7446613126,-0.071127866,-1.925796987,1.0335873586
0.7879679653,-0.088942969,-1.788814619,1.0392022956
1.0915426646,0.0502216542,-1.46574406,1.2169744846
1.4079399925,0.2401336992,-1.12853439,1.4913913541
0.7272394002,-0.105646934,-1.842621943,0.9709726732
1.338005885,0.2744595745,-0.883971401,1.1956187373
1.5989660656,0.340523814,-0.444118404,1.3336046799
1.3543690427,0.2822353758,-0.841622415,1.2367005745
1.3137746173,0.2682782635,-0.925671649,1.1650545568
1.4758272203,0.3646196845,-0.729611419,1.3198687466
1.3647298627,0.3367778533,-0.938745461,1.2805609337
1.0844743615,0.2647405951,-1.37610588,1.0894979484
0.9525661979,0.2369739936,-1.557819099,1.0365706252
1.1139073273,0.270750238,-1.323566809,1.0819814806
1.3755490126,0.3375705977,-0.914852451,1.2850121611
1.0580486839,0.2618484054,-1.423116535,1.0825931803
1.3258321841,0.3627750701,-1.077410561,1.2988073753
1.4925110222,0.5075488123,-1.066772817,1.4546921832
1.7276979188,0.6014595485,-0.731597728,1.6227740512
1.4818723896,0.5226563427,-1.099594616,1.4368980323
1.7727183663,0.6501876048,-0.754582928,1.6782997166
1.5938646891,0.5665158383,-0.993750243,1.5266309438
1.8985273077,0.6502941441,-0.548355778,1.7104811186
1.7780757149,0.5912628493,-0.73386412,1.6150220023
1.8225768081,0.6662303268,-0.719190984,1.6981661006
1.6428252905,0.5663343104,-0.942204582,1.5348251456
1.5345398149,0.3107059748,-0.488829511,1.2886566156
1.6718054124,0.3617079226,-0.280289469,1.362574111
1.3604496411,0.2910485566,-0.822184913,1.180822931
1.2742696146,0.2884132929,-1.034250614,1.1827302338
1.1744178432,0.2256981561,-1.11041949,1.0677037752
1.4627754803,0.2779424771,-0.625237924,1.2277587787
1.3722562899,0.2590408909,-0.751153198,1.1348096307
1.8480443002,0.419319085,0.0362816402,1.5042195495
1.3304862218,0.2783517135,-0.860433066,1.1300437716
1.4127620176,0.2826390586,-0.758204905,1.2201856008
0.1231772221,-0.528909943,-2.229764346,0.2302020932
0.1036021095,-0.492987902,-2.289496191,0.2371638533
0.0622916845,-0.509471645,-2.300060591,0.1173760985
0.4186078944,-0.333522607,-1.939129235,0.5164324786
0.3367470435,-0.430795847,-1.974453718,0.3324192942
0.5576143757,-0.345859418,-1.716291896,0.5546096598
0.1658188278,-0.448685843,-2.185846591,0.1656911657
0.4423386717,-0.367269209,-1.862693968,0.4567251056
-0.020721778,-0.50767484,-2.400046313,-0.012126814
0.3437905056,-0.376572435,-1.980335646,0.366633839
-0.427341076,-0.928225808,-2.864571419,-0.187593787
-0.557814947,-1.041791917,-2.996787212,-0.237944217
-0.603832457,-1.035807313,-3.010961701,-0.373641626
-0.170173738,-0.855996602,-2.566213259,0.0415403214
-0.318407854,-0.9529882,-2.691677628,-0.172952975
-0.189225984,-0.882197551,-2.539485471,-0.077525477
-0.354953472,-0.863729732,-2.763228945,-0.213986924
-0.031848933,-0.67568813,-2.49708145,0.1778174823
-0.318525213,-0.971021475,-2.652983284,-0.282926578
-0.383747936,-0.899325928,-2.742040513,-0.330703783
-1.281436409,-1.481318557,-3.740877741,-0.957162193
-1.303469333,-1.577743106,-3.73704011,-1.245670684
-0.717721268,-1.295003023,-3.17395939,-0.472943975
-1.368028298,-1.591040767,-3.798271182,-1.411022616
-1.797459755,-2.151048117,-4.083913098,-2.110057212
-0.393684008,-1.259893693,-2.809425967,-0.40955219
-1.496780385,-1.739044929,-3.853862614,-1.556533004
-1.610927913,-2.082943553,-3.902893266,-2.238341623
0.3877362265,-0.17122432,-2.303811567,0.7463834597
0.9453102618,0.0472585374,-1.708889484,1.1625151006
1.1451061741,0.0738253064,-1.406457016,1.2857003383
1.0350241336,0.0784810038,-1.630918959,1.2515332337
1.1932674416,0.1174191801,-1.359528553,1.3051811464
0.7199359797,-0.084111369,-1.88478346,0.9635621923
0.0749178354,-0.280784842,-2.613420581,0.4572290969
0.552043725,-0.084630804,-2.102772047,0.8422139915
0.3843191244,-0.109534569,-2.367426823,0.7891242638
0.7070455101,-0.095764544,-1.861754132,0.935841913
0.289664311,-0.238205651,-2.349824674,0.6309018708
0.433913931,-0.215757975,-2.157522154,0.7254869336
0.3367846122,-0.180420449,-2.37585458,0.7411228025
-0.154721157,-0.367899182,-2.819165794,0.2326669951
0.8551373246,0.0062026776,-1.78109929,1.1186631195
-0.233873302,-0.461401622,-2.86367913,0.1305796203
-0.020852132,-0.373582238,-2.684661295,0.4073255639
-0.79563795,-0.645919195,-3.408643627,-0.496556078
0.1361188973,-0.323870826,-2.524906523,0.5390534393
-0.434660531,-0.539869878,-3.060526271,-0.09642332
-0.007333276,-0.30596447,-2.74388953,0.476104026
-0.211450506,-0.503275799,-2.77984729,-0.007010329
-0.071460848,-0.381324632,-2.743269041,0.3492884924
-0.350620005,-0.428725385,-3.020997239,0.0448982412
-0.290086249,-0.338936165,-3.083818465,0.3076111241
0.3008756974,-0.315303844,-2.259831221,0.5404337925
0.249552028,-0.250554554,-2.418750232,0.602858927
-0.241439655,-0.471529661,-2.862209993,0.1450487089
-0.182064765,-0.350652423,-2.937601756,0.3813741431
-1.505227196,-1.243772835,-3.921238469,-1.625217584
-1.334009315,-1.116782789,-3.7932812,-1.004261448
-1.437899737,-1.199303977,-3.849429791,-1.577698942
-1.118389048,-1.04177975,-3.600378629,-0.833689265
-1.281195393,-1.131533019,-3.720366749,-1.355246501
-1.224085858,-1.105196442,-3.659039599,-1.058991366
-1.157290965,-1.023105655,-3.616676878,-1.255558357
-0.90378941,-0.957720099,-3.366914137,-0.632589723
-1.138887802,-1.022183486,-3.589974652,-1.213578361
-1.191914693,-0.938469616,-3.698080555,-0.924255011
-0.880943149,-0.764388998,-3.465559267,-0.365115334
-1.321221422,-0.893524371,-3.828401722,-1.015990233
-0.594982616,-0.6636624,-3.161088726,-0.19974484
-0.977808829,-0.807863636,-3.495724843,-0.757248491
-0.559736818,-0.687168088,-3.104440569,-0.205041379
-1.102712251,-0.885098009,-3.600148451,-1.02310245
-1.154243992,-0.824710674,-3.693345324,-0.739516736
-0.752689233,-0.710274076,-3.315609064,-0.442769871
-0.727738106,-0.695958105,-3.271855368,-0.406348043
-0.724770921,-0.729001256,-3.249257802,-0.49992635
-1.814796871,-1.42974986,-4.174428251,-1.736864578
-2.514215569,-1.714550308,-4.633770567,-2.447398646
-2.069123968,-1.522224679,-4.332665045,-2.29640303
-2.576863909,-1.731590043,-4.682424092,-2.525029506
-1.522099307,-1.327241521,-3.881847569,-1.84890312
-1.709491575,-1.375340072,-4.062999807,-1.800872576
-2.212772633,-1.626874849,-4.404839361,-2.560020446
-1.841227094,-1.336556133,-4.18257041,-1.863401932
-2.094053289,-1.657017956,-4.28769126,-2.576215763
-1.91248196,-1.444526103,-4.195026487,-2.147946988
-2.098073689,-1.412951737,-4.387061013,-2.123293015
-1.230703957,-1.060624611,-3.721048649,-0.880080737
-1.523092288,-1.22191915,-3.927697981,-1.628494468
-1.841068169,-1.312095046,-4.161466764,-1.921170895
-1.455941615,-1.178229646,-3.850078476,-1.56944832
-1.418864449,-1.164152386,-3.814679781,-1.380623376
-1.497947626,-1.211747072,-3.876823869,-1.700040202
-1.588532535,-1.146646763,-3.989329388,-1.461210309
-1.32252911,-1.098158405,-3.738218316,-1.584669358
-1.962961533,-1.410064938,-4.289286906,-1.984913731
-1.516172165,-1.154198736,-3.944633934,-1.258036541
-1.595336739,-1.234031635,-3.984187585,-1.656971256
-1.473607266,-1.132686809,-3.909489326,-1.264774142
-1.59164828,-1.23712864,-3.962471929,-1.769704778
-1.282850159,-1.111794348,-3.719267134,-1.203685835
-1.354075216,-1.063282259,-3.790489123,-1.343544155
-1.134514743,-1.024033223,-3.601688521,-0.890727582
-1.086530611,-1.022670113,-3.534008614,-1.125131101
-1.008092399,-0.966234218,-3.485362504,-0.739992725
-0.728120206,-0.878318881,-3.212964625,-0.394071449
0.6477786409,0.2195791352,-2.126409562,1.0367058856
0.6293956459,0.2231178508,-2.175171457,1.0264005388
0.5618031735,0.210023871,-2.265874808,0.9619252639
0.8781538002,0.31131512,-1.898083244,1.2051633275
0.8638845527,0.3234799054,-1.927955264,1.1841101723
-5.284740484,,-5.919201108,-3.189797506
-4.969740937,,-5.84065922,-3.144094588
-4.886679197,,-5.801268883,-3.139097873
-4.568370462,,-5.697979867,-3.066667309
