Johnson Su[F1],Johnson Sb[F2],Johnson Sb[F3],Johnson Su[F4]
-13.09433193,,-6.406314754,-3.744485532
-19.36617909,,-6.732743675,-3.741431941
-21.58147742,,-6.92245778,-3.834782014
-20.54259708,,-6.785117279,-3.77866274
-16.03003092,,-6.498503025,-3.719295656
-20.71073642,,-6.780358134,-3.793835191
-11.65263522,,-6.443096665,-3.694874327
-21.41741759,,-6.925344343,-3.856898641
-19.98840324,,-6.748712342,-3.770724956
-20.13153589,,-6.75241431,-3.784901032
-21.65249148,,-6.9990394,-3.835764388
-19.96608716,,-6.681108969,-3.793390984
-5.329189308,-1.812007641,-5.881173382,-3.339065554
-4.89386391,-1.629304114,-5.772659395,-3.291260014
-2.851823605,-0.770087938,-5.014917249,-2.479849988
-2.064194194,-0.491433959,-4.513810167,-1.617760473
-1.028574912,0.0349977097,-4.111437827,0.2003673314
-1.439947262,-1.640811861,-3.838296393,-1.769261557
-1.344513226,-1.62530695,-3.725828646,-0.952032173
-1.875032383,-1.594877114,-4.24665086,-1.202127628
-1.911999569,-1.681069993,-4.276546987,-1.223809658
-1.474914493,-1.532978912,-3.902813667,-1.031627083
-1.64383732,-1.59847318,-4.042914587,-1.008183475
-0.912142775,-1.368195429,-3.340167537,-0.571206196
-1.532471038,-1.576268296,-3.938930338,-0.890830079
-1.423154242,-1.670230854,-3.803702191,-1.882561691
-1.276699882,-1.60581264,-3.664523473,-1.724066164
-1.655356847,-1.459963445,-4.121777317,-0.998473189
-1.388001921,-1.38125924,-3.854787286,-0.627343392
-0.802322735,-1.249859413,-3.247968296,-0.319337024
-1.490941662,-1.534076824,-3.885371097,-1.202006936
-1.065809962,-1.448535492,-3.486124037,-0.606599152
-1.157347639,-1.471520453,-3.559669923,-0.736954357
-1.780148292,-1.442948624,-4.233897606,-0.875682613
-1.83793949,-1.719549489,-4.207043223,-1.928705662
-1.256587892,-1.494065769,-3.614809336,-1.746898613
-1.265922279,-1.644176586,-3.653338951,-1.539262697
-2.130419686,-2.035351557,-4.338693151,-2.207941429
-1.635608232,-1.595627041,-3.993154834,-1.316938685
-1.21270335,-1.488749358,-3.603236637,-1.081459153
-1.154305518,-1.485698479,-3.523220325,-1.559022515
-1.117642956,-1.380455811,-3.521733178,-1.501874302
-0.799143491,-1.318497181,-3.20706595,-0.965614048
-1.431214568,-1.359161688,-3.925549252,-0.800828005
-1.594486348,-1.61482112,-3.961043733,-1.387755872
-1.13642705,-1.416741855,-3.581832655,-0.752664725
-1.494916307,-1.561292946,-3.878623115,-1.246375591
-1.288139918,-1.523573239,-3.641984117,-1.730495429
-1.307609814,-1.51098837,-3.676549302,-1.827615084
-0.40243244,-1.068376568,-2.824893823,-0.058001817
0.0369391257,-0.877682556,-2.333863903,0.3273799023
-0.674889471,-1.173490958,-3.063890346,-0.49992635
-0.345835963,-0.975860691,-2.702466509,-0.104654519
-0.463602623,-0.985065491,-2.837823365,-0.234190646
-0.13331715,-0.844000331,-2.440418657,-0.060198879
0.1873996449,-0.802257256,-2.061287015,0.3199263703
-0.347210828,-1.039497644,-2.704650104,-0.084448113
-0.248852284,-0.93631088,-2.610888143,0.051275103
-0.23670965,-0.899118324,-2.565775224,-0.069666068
-0.42200049,-0.892134395,-2.788919677,-0.172668055
-0.296376229,-0.983923202,-2.643259174,-0.064964347
-0.133112468,-0.910188929,-2.412959697,-0.097465643
-1.342692435,-1.529269828,-3.747839433,-0.805387228
-0.267563463,-0.847850084,-2.612743415,-0.076393921
-0.480796167,-1.049668616,-2.828441262,-0.314631373
-0.449942238,-0.624351056,-3.008440971,-0.675142789
0.2186560941,-0.664845195,-2.034771215,0.1569457447
-0.351674396,-1.005049386,-2.731805171,-0.098830552
-0.328742869,-0.949437262,-2.701022622,-0.164487229
-0.581858951,-1.007527835,-2.960181366,-0.481032885
-0.266091814,-0.865797976,-2.610705575,-0.22384304
-0.189574454,-0.715703522,-2.548153123,-0.162608982
-0.168172582,-0.700407519,-2.521532097,-0.143912464
0.2505110788,-0.685834581,-1.98616324,0.2296607833
-0.238657194,-0.842716417,-2.59477408,-0.137176647
-0.382419005,-0.725909335,-2.805976175,-0.535203024
-0.189916324,-0.833842996,-2.533258296,-0.423676181
-0.106066257,-0.782073202,-2.462477126,-0.304168199
-0.208001667,-0.97091233,-2.530414826,-0.514871713
-0.596384553,-0.926102342,-2.976808033,-0.956857346
-0.256362483,-0.852779435,-2.605323972,-0.494753376
-0.282416646,-0.864894974,-2.628928894,-0.608002427
-0.182794535,-0.799918007,-2.515528152,-0.448227502
-0.190884013,-0.859902912,-2.497297866,-0.558206726
-0.129062408,-0.506514687,-2.500097854,-0.137444829
-0.620076577,-0.864416314,-3.049378753,-0.733448976
-0.303801687,-0.796708907,-2.658626164,-0.682481101
0.1357262688,-0.483298107,-2.168896223,0.0680001642
-0.737152697,-0.787406431,-3.135561492,-1.568163595
-0.341217964,-0.722296611,-2.725052736,-0.643490117
-1.030227119,-0.885843447,-3.461672734,-1.450730858
-0.649876586,-0.656142012,-3.113563059,-0.797741383
-1.081447534,-0.986306866,-3.45665526,-1.529470534
-0.191155101,-0.545598333,-2.584618204,-0.480381308
-0.628243709,-0.781581275,-3.082263031,-0.795540447
-0.630054438,-0.805514569,-3.046616874,-0.789778946
-0.256251471,-0.61522854,-2.649696204,-0.649073089
-0.09206706,-0.388196105,-2.529485577,-0.312389624
0.1121882892,-0.377164066,-2.27502434,-0.226237087
-0.757193303,-1.041314531,-3.105933571,-1.423568496
-0.690945755,-0.970075618,-3.062589275,-1.159948629
0.3091825091,-0.361481487,-2.031965409,0.1712182295
0.0746466709,-0.550798376,-2.280054206,-0.217692708
-0.488512669,-0.713922281,-2.885206288,-0.906568016
-0.423411325,-0.792476303,-2.783763504,-0.826289847
0.6326349925,-0.163109317,-1.639569802,0.3997855755
-0.404574534,-0.65828951,-2.783281079,-1.099600992
-0.161585562,-0.694833063,-2.473078484,-0.528224187
-0.351364304,-0.890351109,-2.703430552,-0.593325166
0.2608741129,-0.639389257,-1.95288455,-0.086053555
-0.228015676,-0.703170534,-2.607670277,-0.477409683
-0.434497707,-0.877660616,-2.804839064,-0.707110453
-0.061721779,-0.901756895,-2.369840461,-0.360756758
0.3291813763,-0.484895222,-1.922163259,-0.056715615
-0.015741451,-0.547022209,-2.378037326,-0.236880785
0.3858154309,-0.180299436,-2.300034739,0.5541929962
-0.025029175,-0.725754391,-2.34799037,-0.260055641
-0.332758342,-0.728581224,-2.707363681,-0.699420913
0.1290152016,-0.687151953,-2.150360583,-0.063259595
-0.074522283,-0.770642165,-2.373495477,-0.389626923
-0.218518019,-0.7092814,-2.585961588,-0.408527456
0.379352686,-0.267221951,-1.948375796,0.0169088459
-0.219971546,-0.857875426,-2.544994607,-0.557929705
0.209212857,-0.707408266,-2.023663309,-0.118116501
0.4037025935,-0.577484146,-1.808300923,0.1475265746
-0.223943968,-0.677563181,-2.561379307,-0.610115886
1.4027864756,0.9148843691,-2.648465113,1.8278161033
0.1547004895,-0.159258532,-2.426978993,0.0570899286
-0.338432722,-0.676841165,-2.721108662,-0.797218418
-0.390538669,-0.466986254,-2.899314934,-0.429257498
0.5133655834,-0.322916313,-1.772451681,0.3031173253
0.0013763913,-0.490440352,-2.364545165,-0.218625306
0.4801456233,-0.272746967,-1.849615474,0.3611512969
-0.113760049,-0.394202306,-2.552290097,-0.399040134
-0.683837851,-0.757092792,-3.061227869,-1.544097094
-0.033966734,-0.334913216,-2.514211452,-0.329619625
-0.131402037,-0.612047717,-2.480635588,-0.014359276
0.1063995563,-0.488530649,-2.272163031,-0.050232557
0.2707664169,-0.242359245,-2.236458871,0.2936394312
0.2092764503,-0.427873693,-2.143431436,0.0479778088
-0.168195651,-0.487031326,-2.690087103,-0.249019069
0.2451573869,-0.374585132,-2.139704254,-0.088501028
0.3160157414,-0.408867738,-1.967571261,0.0705171563
0.2711642403,-0.46253298,-2.047797504,0.0151100043
0.2487298189,-0.153866953,-2.303710261,0.1298136524
0.1844445591,-0.371399232,-2.204786471,-0.10103079
-0.079820371,-0.564159502,-2.449015733,-0.574044099
0.0806987065,-0.465312692,-2.268023665,-0.254969468
0.1675979334,-0.194904207,-2.375753698,0.0401969266
0.6302507339,0.0425256352,-2.030439165,0.7032633983
0.3043119194,-0.214825845,-2.134588834,0.1640652339
0.7611083673,-0.082851726,-1.631024191,0.4955163096
0.2941731156,-0.305591037,-2.13062306,-0.06224854
0.7284417542,-0.152623338,-1.653013017,0.4841376322
0.6268190567,-0.135389152,-1.70713974,0.3250912478
0.1639146405,-0.096721231,-2.446893504,0.1841703335
-0.781358225,-0.57069668,-3.278390042,-1.215927511
-0.171471349,-0.498020188,-2.573012105,-0.589273173
-0.06909526,-0.439910741,-2.480697481,-0.424630558
0.1856096124,-0.442081697,-2.155085155,-0.017347454
0.394081744,-0.180313356,-2.208330977,0.5370780001
-0.037379639,-0.344207049,-2.450303762,-0.010312429
-0.107960115,-0.461352692,-2.54148516,-0.335772595
0.5797112095,-0.166272545,-1.801585344,0.2779979749
0.8080055942,-0.048881889,-1.601478257,0.5883899764
0.9967312125,-0.116239137,-1.149900322,0.546421124
0.3782275864,-0.151152782,-2.112840837,0.242183032
0.8313251258,-0.055747263,-1.605317098,0.630885924
0.7683844504,-0.038295219,-1.650541564,0.5999144693
-0.128935377,-0.165947173,-2.808811342,-0.009348256
-0.091344567,-0.202073219,-2.701153663,-0.001837964
0.2164951331,-0.101739439,-2.390888368,0.2823041649
0.2169037158,0.0029492078,-2.521653668,0.3184262222
0.6375877251,0.1299727527,-2.130637802,0.7694777702
0.7925990941,0.0596490505,-1.789558711,0.7866730755
0.5855712449,-0.231121352,-1.722062022,0.2769396943
0.3429421259,-0.208036215,-2.127973565,0.1385256789
0.5939148794,-0.003543089,-1.946718402,0.5445720686
0.7749737984,0.0080171883,-1.610257645,0.6232189845
0.5618545956,-0.10975046,-1.809727677,0.3816115353
0.9628339878,0.0175772003,-1.421348945,0.773452156
0.6632368725,-0.0786411,-1.761086747,0.5453823968
0.9917898292,0.0578972631,-1.350581235,0.8250167315
0.8114158991,0.0207584555,-1.600412733,0.6280628606
-0.326309669,0.087350213,-3.181753237,0.2122559201
0.0550447905,-0.127598764,-2.584529154,0.0857116685
0.1492196707,-0.063600333,-2.55492683,0.3065110496
0.2107852499,-0.046754178,-2.468562351,0.2622667627
-0.060166997,-0.118255276,-2.83752514,0.1337649618
0.5577746249,0.1770252264,-2.16869939,0.7060033137
0.1202391041,0.1624775959,-2.92797755,0.6711432787
-0.133104887,-0.179724357,-2.817407675,-0.069872604
0.5710121807,0.0336114688,-2.006780128,0.5378111632
1.0809362074,0.4149808723,-1.44223086,1.1532262752
0.6624292263,-0.104016999,-1.724669668,0.3599398805
0.613519826,-0.065208284,-1.807102468,0.3429144749
0.4547675765,0.0548164777,-2.274788897,0.6198952875
0.0853396931,-0.176755094,-2.495021049,0.0432896439
0.9516668192,0.1409602609,-1.596929326,1.0219332221
1.2770562038,0.308657468,-1.13246778,1.1768677621
1.0088860673,0.0745333902,-1.343710455,0.8424979737
0.8679206279,0.0302262063,-1.514501729,0.6255494601
0.414213091,-0.117589144,-2.089692883,0.3595168054
0.5036743686,-0.022737434,-2.003020532,0.3891503995
0.6583921107,0.0034125031,-1.904278298,0.6948058374
0.6671675171,-0.042421499,-1.81585173,0.5565224595
0.7689644672,-0.010641545,-1.648959936,0.6048092021
0.4862636035,-0.116715277,-1.954328285,0.2649299112
0.6882540461,0.0825135497,-1.833750939,0.6109477643
-0.214468716,0.0624298598,-3.218454444,0.3307402367
0.2822511694,0.1384914366,-2.483765598,0.5121372938
0.2651362431,0.1771816954,-2.752972231,0.760305476
1.2437222366,0.2905661639,-1.254940132,1.1584531739
0.8330924316,0.2263655961,-1.917395709,0.9368051228
0.0470902158,-0.113663745,-2.674875727,0.1931216464
0.5538536985,-0.038949849,-1.998903704,0.5150961074
0.5936067037,-0.029964672,-1.947998463,0.5361086847
0.3555586192,-0.058473687,-2.273063017,0.3975625674
1.1049083205,0.4848255638,-1.477387126,1.251247026
1.4018100341,0.3613438769,-1.004465878,1.239704186
1.1327823676,0.0480708612,-1.137190224,0.9158195829
1.5287369671,0.1263126936,-0.546328716,1.1963387453
1.6832446361,0.2318568719,-0.378517737,1.379836437
1.2247663006,0.07278446,-1.102737767,1.0662202997
1.5060224891,0.2212220943,-0.748665381,1.3318135918
1.2333433401,0.7524710345,-1.849907051,1.5456766313
-0.308665618,0.0470504158,-3.321672313,0.3238010505
0.9189385172,0.3237122009,-1.828722886,1.191910976
0.871341339,0.2033457445,-1.864752598,0.957230184
0.2297221448,-0.031446941,-2.454678699,0.3424164825
0.6823570098,0.0664164991,-2.058354973,0.790898106
1.3543486444,0.4889601801,-1.142778524,1.3470100398
0.888018268,0.2133093518,-1.893219626,1.0355491477
0.6801846535,0.1905271695,-2.201073596,0.9894331468
0.770311559,0.6056536337,-2.259137803,1.2106850868
1.1208519521,0.2379050108,-1.402938016,1.0809129224
1.1445073708,0.2911313547,-1.306700988,1.0428426471
1.3151150021,0.2611959289,-1.043585469,1.0949474474
0.2514239143,0.1456212349,-2.679213496,0.6882019543
0.4273218386,0.2258743523,-2.498343847,0.8384277121
0.4693452766,0.0562999571,-2.340125642,0.5004532051
1.2511429507,0.349161672,-1.207661541,1.1798561514
1.1768966782,0.2739540181,-1.224143073,1.0701004772
1.417463384,0.3393107586,-0.932621262,1.2849546124
1.0069752083,0.4905743853,-1.74674404,1.1603947236
1.2795245289,0.3928339396,-1.150749767,1.1807286679
2.08718182,0.4653555536,0.3554625903,1.6450115396
0.9982721423,0.0741087276,-1.322772275,0.7966652587
1.4379811081,0.2469489146,-0.812497262,1.2016282689
1.8542112518,0.7936610072,-0.779237686,1.7827040331
0.9519004873,0.5955692964,-2.187653418,1.4080637596
1.4357496184,0.4801038552,-1.228658324,1.4358909261
1.3831815153,0.4934905954,-1.036958469,1.3598675063
0.5043754761,0.1416725314,-2.244012427,0.6941404589
1.25795816,0.4968433063,-1.412250557,1.3422315913
1.4820017804,0.5644486816,-1.075464059,1.4695888641
1.5112979092,0.5975705896,-0.996719132,1.4975650983
1.0294143213,0.3084031362,-1.574873976,1.0904446125
1.2256222063,0.5129386166,-1.47425136,1.2698979547
1.8994297904,0.7144931373,-0.399531769,1.7445428237
1.8133158403,0.6165913624,-0.48590351,1.6210555611
1.9085010907,0.853801313,-0.507867788,1.8172753329
0.7686654717,0.2839525534,-1.944136247,0.8930669614
0.7991105901,0.4064624611,-2.143982724,1.0869984998
1.7099443588,0.6459786531,-0.81911702,1.7117412415
0.6803126067,0.4736323487,-2.228914443,1.0818414805
1.1006090052,-0.07832885,-1.023720469,0.7627733973
0.3124093093,0.1784326385,-2.630982975,0.7483133413
1.0588766342,0.3210029796,-1.510554946,1.0210457085
1.2563767304,0.5671247558,-1.42966509,1.3290945948
1.679729526,0.5475294224,-0.581834379,1.4518847034
0.7593423725,0.2387400382,-1.919958621,0.8963567916
1.3781394393,0.3204614219,-1.011903805,1.2010644374
1.6808876376,0.3897920703,-0.620298118,1.4057619508
1.6159040685,0.408031806,-0.683908571,1.3554825668
1.2974000682,0.3579812913,-1.201052127,1.2656201051
1.2429678883,0.1845392975,-1.115135007,1.0371012357
1.6920688448,0.3809064657,-0.489206754,1.3629418957
1.1985224757,0.2068760187,-1.196877017,0.9955163488
0.341950194,0.2049241032,-2.559100064,0.6970692189
0.8831264353,0.5872510382,-2.388197043,1.3781820902
-0.002243924,0.0598598,-2.968188922,0.5241136387
1.9071746593,0.8231010149,-0.319093766,1.7419465874
1.8542011203,0.7961116013,-0.447841451,1.7330611
1.5206354282,0.6319576877,-1.000852611,1.4871878272
1.3455601708,0.4203948695,-1.21353079,1.33490529
1.2642976426,0.4754696601,-1.390766972,1.2891875212
1.1957532061,0.6610302265,-1.557796109,1.4040593724
1.7124339053,0.5986679323,-0.587157639,1.5512552009
0.6819579036,0.157341015,-1.99212814,0.8400479354
0.3425022091,-0.078815344,-2.330364771,0.3769011215
1.2868253321,0.6954018381,-1.457083772,1.4631590932
0.9896691466,0.3330810598,-1.773177595,1.1871434127
1.4424508538,0.7126271638,-1.159721845,1.4562051479
0.8819906274,0.4451838575,-1.9752721,1.1560977613
2.5722861229,1.5454866584,-0.531803219,2.4173144087
1.0520152052,0.6325090685,-1.732162542,1.2838883025
1.7594762616,1.0525244726,-1.125884591,1.8892118575
2.2227531024,0.9462629936,0.0897697229,1.9502491176
1.8318446399,0.8234344932,-0.842280524,1.8011055317
1.0343483991,0.3954641556,-1.748862077,1.2048018398
0.8208895592,0.4124714577,-2.043248022,1.0406140455
0.5860731959,0.4801407219,-2.230346177,0.9429660398
1.5901145574,0.7173144054,-1.064749917,1.5760670806
1.5651838153,0.5976553716,-0.972432258,1.5833592656
1.1111366374,0.5366314972,-1.605948802,1.3152360862
1.7484455953,0.6907139704,-0.612783206,1.5832156125
1.2947482281,0.5045670744,-1.316614465,1.4080542851
1.4456967909,0.6963120919,-1.030295209,1.5097446383
1.5918882162,0.8283897613,-1.161727502,1.6636966763
1.2052179657,0.5709386473,-1.655267474,1.4430812088
2.0088399743,1.0986302971,-0.422575337,1.9247415911
1.122899817,0.42663982,-1.491159889,1.1779507334
0.9631123533,0.3669027333,-1.588780117,1.0593015856
1.0226737222,0.499722526,-1.655424736,1.2017898973
1.3709020817,0.5688067028,-1.210782502,1.4308554097
1.366570831,0.5845465966,-1.300425666,1.486709096
2.099680581,0.7619003947,-0.296534289,1.9565114433
1.3246759738,0.459043434,-1.120554447,1.2795695227
1.7293765784,0.510841111,-0.489088295,1.4722385951
1.2101754459,0.5182039217,-1.486198201,1.2486829854
1.5240471713,0.5803467567,-1.067040716,1.4091946623
1.4840887745,0.4970529753,-1.189910266,1.3737453149
1.2526898528,0.3524088899,-1.349501478,1.2235314522
1.4449617855,0.614515972,-1.353633713,1.5404341927
1.5150231071,0.468980194,-0.883068181,1.4401429092
2.0353355785,0.8652082372,-0.324008013,1.8253723832
1.9630627285,0.5810462485,-0.183657069,1.6781772839
1.9748434879,0.5029816401,-0.107530044,1.6249791343
0.9512175289,0.334363146,-1.869756915,1.0795756766
1.2383854855,0.405843149,-1.631551696,1.2452469693
1.7020877021,0.9618513719,-0.988986701,1.8068984709
1.4759434245,0.7965236328,-1.302619421,1.6441461047
2.1278536626,0.6419447584,0.0578855124,1.8268996349
1.7162440058,0.6467136887,-0.869271379,1.6963611125
1.1453141114,0.5190120946,-1.495996041,1.3092739955
1.0169928896,0.5507771145,-2.151147457,1.3671712585
0.8678413551,0.2689924977,-1.640609229,0.9122551527
1.3092589265,0.3769167693,-1.179074886,1.2390872685
1.5120172274,0.8403657114,-1.033540488,1.6403416896
0.4185265645,0.837980292,-2.92498697,1.2427856563
1.7092233846,0.7532396053,-0.644777209,1.6834087738
1.0814743907,0.3835195498,-1.587761454,1.1730329055
1.8927335849,0.8760735148,-0.567887841,1.8195670398
1.7409666333,0.8224141365,-0.778445228,1.6789783035
1.5956021462,0.5209057235,-0.808982043,1.5487975578
1.5116642498,0.5991193275,-0.875667514,1.4679150753
1.6542622346,0.7125580406,-0.880925497,1.6476214781
1.773650539,0.7828134262,-0.670098695,1.7207234478
1.23129101,0.6372340662,-1.633463401,1.4625722689
1.3741145061,0.2471987643,-1.014594068,1.1687450364
1.5636829178,0.6264973433,-0.776215446,1.5019756718
1.2874326786,0.281902492,-1.008904107,1.1628195979
1.50123063,0.5129234304,-0.953105186,1.473898311
1.6755985512,0.7032858365,-0.953236163,1.6540035505
1.5731654972,0.5959756507,-1.032798409,1.6026193611
1.6437050269,0.6765491974,-0.732513475,1.5662855599
1.831232091,0.615885993,-0.553035575,1.6304255758
2.4321099896,0.8653095659,0.4944053616,2.0933567208
1.8891586547,0.5422942535,-0.361478006,1.7002117522
1.7924821027,0.5545129995,-0.517945623,1.6639537908
1.2152631034,0.5928546458,-1.638017829,1.3846770624
1.0544418636,0.6820073124,-2.004041432,1.4250861893
1.1941520549,0.5884832695,-1.629632435,1.3258788579
1.7024130843,1.1761753737,-1.055762845,1.9627159187
1.4397380593,0.7239835124,-1.448286448,1.5958837116
0.8596777072,0.496671175,-2.209094128,1.294712997
0.5478169047,0.5085292043,-2.745059346,1.1871784571
1.9897320686,0.7742935842,-0.113778146,1.789193603
0.8392508798,0.8043290006,-2.193758827,1.4236332845
1.6324069818,0.8607724045,-1.072066394,1.7204130832
1.4158314274,0.4360882453,-1.026186095,1.2970014544
2.6180753178,1.4673552943,0.6084706732,2.3739499832
1.5198387559,0.744701555,-1.236306773,1.6022336027
1.4829334176,0.6573033083,-1.140134586,1.5251451217
1.5916630223,0.6473595248,-0.882981897,1.5375950687
2.1441587769,1.1479631959,-0.471344654,2.1397361576
1.4123139366,0.6883988431,-1.50243672,1.5981799503
1.7620706918,1.0467950168,-1.135026657,1.9582006373
2.0138192215,0.8546405796,-0.426454445,1.8922445485
2.1180809096,1.4791901783,-0.367325164,2.1760844722
0.7656325708,0.1753656909,-2.028103925,1.0278079594
2.1207328256,1.0226026624,-0.105429547,1.957567547
2.2540736617,1.3481935236,-0.119276567,2.1919073925
1.6438492977,0.6711937658,-0.975408513,1.6534321541
1.7767354805,1.0745863593,-0.87819606,1.925987812
2.0237759251,0.8339441624,-0.424510272,1.8666851165
1.6979157623,0.7579767168,-0.98880037,1.8266889636
0.8389679703,0.5880492608,-2.184954298,1.2118179839
3.0349865483,1.8852985378,0.8189324246,2.6974146578
1.8011208265,0.5806703297,-0.485024629,1.5840856978
2.6289843742,1.1238568462,0.1235917311,2.4278399683
1.5385884884,0.8362450275,-1.40854774,1.7380332217
2.1395851474,0.6834694032,-0.263370706,1.9813288146
1.4598573502,0.3416480706,-1.202847805,1.4209922703
2.2916265078,0.8596556426,0.0250024491,1.9758569974
1.9596809197,0.5458678147,-0.327953657,1.7437282288
2.1276438856,0.9419570444,-0.294970195,1.9681136777
1.8977396742,1.28334032,-0.684864194,2.0473543422
1.7026014168,1.0830476743,-1.184617367,1.8195263044
1.2015720881,0.9514724708,-2.100935514,1.652506543
1.6762892583,0.6161002731,-1.008761967,1.6435436308
2.0332645727,0.9029685124,-0.76747246,1.9572285296
2.06120604,1.1936733379,-0.744850937,2.0728336933
1.9849349934,1.3103545242,-1.134383728,2.0928568782
1.526318763,0.709576227,-1.037774194,1.6014854114
1.6413129432,0.8175935722,-1.008722518,1.6724606399
2.5840739273,1.086336554,0.9484979464,2.1877033621
1.9723495874,0.9979369163,-0.494617627,1.9257758189
2.3873776203,1.5947184239,-0.131137321,2.3157304757
3.053748505,2.44825351,1.1029167685,2.7755612884
1.5908710562,0.9026607898,-1.529583214,1.8275389042
1.8845884959,0.5994084819,-0.373182662,1.7906055943
2.1173129094,1.1053761202,-0.190908149,2.0322630899
1.893952003,0.5895386149,-0.840527897,1.9375686454
1.8992675574,1.4046439718,-0.975362287,2.1162583915
1.8669458111,0.8059194287,-0.462595638,1.7377362184
2.1759262298,1.1772350473,-0.512460988,2.11608975
2.1182568398,1.0825838091,-0.625353486,2.0858758397
1.5637437314,0.6186933052,-0.973610818,1.6413945396
2.1223244198,0.9439426198,-0.206512623,1.9900759052
2.2455115743,1.2863594382,-0.797946389,2.2175678256
1.802494395,0.8023092291,-0.733941004,1.7897234042
1.9253508764,0.9086035972,-0.94723739,2.0262172992
1.501489324,0.7641482224,-1.218218968,1.6806176381
2.8058141102,1.3434695606,0.9332749971,2.4710841462
2.1537124234,1.3607161516,-0.764552158,2.2896936577
2.1107782423,1.749093082,-0.792124605,2.2888448463
2.3074789043,1.7188619717,-0.189719271,2.3627988515
2.3986119442,1.6375063216,0.5260088106,2.3166757732
2.2765505604,1.141239626,-0.098872573,2.1727940774
1.9454446077,0.798034718,-0.752754679,1.8069306637
2.4345590499,1.4439341996,-0.246326053,2.2874824255
3.2761388037,,1.8141843176,3.8390668544
1.7066591174,0.7585719012,-1.301631474,1.8027388473
1.9405436905,0.7970612069,-0.768196605,1.8880665913
1.6451688914,0.984507681,-1.120894817,1.8551037442
2.1829372847,0.8406206513,-0.239836906,2.0143398588
2.2361489877,0.7398741067,0.0620531566,1.8898290683
2.4400140578,0.808378056,0.4684892106,2.034541462
-0.306563047,0.1930625227,-3.487042824,0.5878161199
1.4704913885,0.6315508306,-1.332494898,1.6502263504
0.9320667336,0.5486075859,-2.323426382,1.5031810372
1.6713387514,1.39382258,-2.013470496,2.1310900535
2.7424132119,1.6115762702,0.5079878163,2.5339696162
1.7196076912,0.8233438247,-0.737804716,1.6859957333
2.0632815618,0.8402834684,-0.234788527,1.8932917198
1.8897322104,1.0117187144,-0.864134561,1.9284766969
2.203604752,1.1012735909,-0.021418658,2.0227320219
2.1087811736,1.9517370838,-0.865708165,2.3783264839
2.3193370995,1.1069579969,-0.143823274,2.1749081774
1.8973891388,0.7861460645,-0.769143896,1.9873668127
2.6312386743,1.3093067438,0.5907863549,2.351565862
2.0730288183,1.1474307194,-0.637977801,2.1018022974
2.9599876546,1.8725737527,0.4088446105,2.6637847532
2.2978641467,1.2323921377,-0.506335108,2.1827571827
2.3798893081,0.8428532867,0.4210867956,2.0928423578
2.4031418101,1.1103403635,0.3845393361,2.1113984201
2.4445988562,2.3302964307,-0.011903712,2.5397947658
2.7979137367,2.0063240196,0.9068168302,2.5987535835
2.3950135465,2.4836348947,-0.657083043,2.6099553643
1.9953594789,1.5339791681,-0.75629682,2.1166935519
2.019297309,1.6737193171,-0.722507443,2.2974666081
1.8174660347,0.9255580642,-0.72460483,1.8705308262
2.2636722282,1.3286005285,0.1499486135,2.1106036989
1.8452330898,0.8108229962,-0.872337296,1.8772216621
1.9937541338,1.009830849,-0.290409818,1.8949849149
2.2886082761,1.5467010395,-0.127150163,2.2826260407
2.0902420219,1.3322529158,-0.576660727,2.0836955317
1.504384059,0.6805749008,-1.032711846,1.6339655924
2.8063922129,1.1408527787,0.8276333537,2.4202756252
2.5594705291,1.1616977475,0.2594268385,2.2411161373
1.5028700497,0.8089270215,-1.448573009,1.6628424555
1.8613481631,0.8736193452,-0.915432228,1.7983524851
2.6985305946,1.5975539198,0.1986391504,2.4936353153
1.9736790021,0.6022429795,-0.26037723,1.8618523791
3.5727123941,1.2649665829,3.1094105254,2.8792781751
2.538665402,0.8347926407,0.6577762624,2.2314198189
1.6801655972,0.4473009124,-0.767097765,1.7292801062
2.5445437169,1.0372653405,0.406652321,2.3227817712
2.3564343912,1.0306466533,-0.101098706,2.0978505523
2.1563052868,1.2214103593,-0.527352614,2.2229324522
1.78062077,0.4320348956,-0.583348107,1.736263708
1.9727390167,0.6311943751,-0.437930562,1.8805591464
2.3402024865,0.8135327677,-0.412964076,2.167888918
2.359771167,0.8010006821,0.2330229064,2.1270042049
2.582807372,1.0857296918,0.2080488713,2.3087885476
2.2211010021,0.7906437346,0.0197232564,1.9783569938
2.3886002961,0.8100896004,0.2673239621,2.0070370423
2.3871628418,0.8684221343,0.1682654372,2.0540471082
2.0638854479,1.2236169755,-0.841975302,2.1225167219
1.8373096732,0.9817478155,-0.806362035,1.8624593093
2.5103462545,1.4491207743,-0.280211123,2.3659005835
1.5512145271,0.8386903309,-1.235768122,1.5983185344
2.5080828927,1.4607852688,-0.381064415,2.438884664
1.6476611292,1.0027478764,-0.949918446,1.7705910224
1.2439816739,0.8229363112,-1.997561804,1.7598548675
1.8126213741,0.9439058034,-1.234852154,1.9453899712
2.3828816128,1.1944448156,0.0624633902,2.166870915
1.7884881853,1.176381224,-1.178748786,1.9705797937
2.6756326767,1.2882954418,0.6161817627,2.3459152592
2.0854302918,0.8155856908,-0.58382159,2.0407592032
2.107669974,1.1203939189,-1.058994172,2.1908819154
2.6848921276,1.8966189873,0.9137158102,2.4817884155
