F1,F2,F3,F4
3.9765,0.3452,3.3577,0.4028
3.322,0.1441,2.9914,0.2193
3.673,0.1783,3.3148,0.2958
3.694,0.1788,3.3335,0.2875
3.7394,0.1952,3.3731,0.305
3.77,0.1951,3.3829,0.3097
3.7927,0.1987,3.4028,0.312
3.6013,0.177,3.2483,0.267
3.525,0.1827,3.1398,0.2571
3.5182,0.1701,3.1822,0.2724
3.5771,0.176,3.2311,0.2743
3.5998,0.1748,3.2537,0.2811
3.6215,0.1775,3.2754,0.2856
3.6228,0.179,3.2725,0.2843
3.6015,0.1696,3.2069,0.28
3.3559,0.1573,3.0282,0.2289
3.1622,0.1432,2.889,0.1985
3.1494,0.1408,2.8719,0.2064
3.138,0.14,2.8654,0.2034
3.1695,0.1414,2.8847,0.2052
3.1656,0.1349,2.8949,0.1972
3.2635,0.13,3.0144,0.2404
3.4724,0.1415,3.187,0.2386
3.5954,0.1511,3.2762,0.2804
3.6064,0.1571,3.2914,0.2829
3.6405,0.162,3.3127,0.2901
3.6829,0.1632,3.3401,0.2953
3.6889,0.1631,3.3399,0.2787
3.4605,0.1681,3.0784,0.2242
3.362,0.1576,3.0575,0.2579
3.4755,0.1659,3.1529,0.2715
3.5549,0.1826,3.2207,0.2841
3.6201,0.1853,3.2495,0.2956
3.6401,0.1839,3.2788,0.305
3.4665,0.1605,3.1308,0.2361
3.5263,0.1629,3.2047,0.2992
3.2827,0.1387,2.9829,0.2353
3.3181,0.1497,3.0354,0.2549
3.3464,0.15,3.0383,0.2574
3.3512,0.1507,3.045,0.2599
3.3429,0.1494,3.0425,0.2482
3.5903,0.164,3.2245,0.2496
3.4197,0.1449,3.094,0.2504
3.4356,0.1566,3.1175,0.2609
3.4401,0.1582,3.1236,0.266
3.4062,0.1556,3.0762,0.252
3.4129,0.1555,3.0869,0.2565
3.4039,0.1529,3.0657,0.2668
3.308,0.1374,3.0079,0.2408
3.4142,0.1513,3.1312,0.2484
3.5249,0.1547,3.2087,0.2674
3.5594,0.1539,3.2264,0.2731
3.4718,0.138,3.1837,0.269
3.2706,0.1462,2.9592,0.2416
3.3627,0.1662,3.0213,0.2602
3.4139,0.1714,3.063,0.2772
3.4427,0.1822,3.0872,0.2876
3.5262,0.2206,3.0978,0.3059
3.5748,0.2221,3.1331,0.3215
8.6727,5.2028,3.6106,1.3587
3.5903,0.187,3.135,0.2226
3.5891,0.1804,3.2298,0.3092
3.5985,0.1588,3.2592,0.2707
3.6073,0.1677,3.2557,0.2785
3.3451,0.1508,3.0399,0.2342
3.5703,0.1644,3.2015,0.274
3.5288,0.1624,3.1922,0.2715
3.59,0.1724,3.2518,0.2686
3.634,0.1752,3.2874,0.284
3.6419,0.1759,3.2875,0.2828
3.5551,0.1686,3.2655,0.2834
3.4079,0.1492,3.096,0.2544
4.5782,0.8373,3.5886,0.663
9.6518,4.9331,5.3997,2.5466
9.7511,5.7286,5.5605,2.6574
9.8607,6.2608,5.5098,2.6285
9.9538,7.3628,5.5268,2.9062
9.8694,6.8191,5.5041,2.8667
9.8534,6.5344,5.5368,2.7746
10.0324,6.3096,5.6237,2.8372
5.1294,1.4883,3.8757,0.8243
5.1339,1.1707,3.9302,0.8424
5.2321,1.1086,4.0724,0.8435
5.2294,1.3995,4.1065,0.8955
5.6445,1.5279,4.1856,0.9645
5.5681,1.6048,4.1716,0.8741
3.5215,0.1193,3.2285,0.2871
3.4516,0.0555,3.2323,0.2464
3.3958,0.0606,3.2297,0.2176
3.4087,0.0881,3.1544,0.2693
3.308,0.1605,2.9978,0.2368
3.3235,0.1691,3.0125,0.261
3.376,0.1722,3.0543,0.2639
3.5064,0.2091,3.1408,0.3061
3.5539,0.2145,3.1894,0.3097
3.6179,0.2263,3.2309,0.3084
3.5469,0.1908,3.1769,0.2777
3.8269,0.2292,3.3911,0.3989
4.2141,0.3571,3.6785,0.5752
3.8604,0.1853,3.472,0.3329
4.0197,0.3333,3.5945,0.4702
4.1514,0.2607,3.6605,0.4162
4.3171,0.3198,3.7014,0.4436
4.3565,0.3122,3.7758,0.4965
4.3594,0.3041,3.8128,0.4766
3.7087,0.2282,3.2883,0.3691
3.6097,0.189,3.2059,0.342
3.5455,0.1538,3.1915,0.3179
3.6097,0.1902,3.1904,0.3361
3.4479,0.2397,3.0123,0.336
4.0102,0.3977,3.2279,0.4877
4.5708,0.6066,3.5772,0.6808
4.7183,0.7111,3.636,0.6987
4.8194,0.7955,3.6447,0.7539
4.9729,0.8736,3.6645,0.7923
4.983,0.9492,3.6716,0.8239
5.1479,1.0739,3.6457,0.8369
4.3772,0.8004,3.4623,0.4782
10.2861,1.7144,5.7911,2.4565
10.525,9.54,5.1539,4.3653
10.5414,9.5166,5.8356,5.6207
10.5414,9.5166,5.976,5.5067
10.5655,9.5321,5.9252,5.6399
10.5655,9.5321,6.0105,6.5775
10.5655,9.5321,5.9946,7.2311
10.5655,9.5321,6.6019,8.1297
8.0377,5.8487,5.1153,1.8081
9.3778,5.751,5.3689,2.5932
8.6591,5.8518,5.0785,2.1784
3.8122,1.1777,3.1475,0.4975
4.659,1.5629,3.3258,0.7749
4.7168,1.5128,3.3974,0.6786
4.9035,1.6944,3.4849,0.8364
5.7125,2.1675,3.9051,1.3715
6.5908,2.0564,4.3971,1.3926
6.4286,1.8885,4.406,1.2846
8.3668,4.5692,4.7652,2.568
4.8174,0.758,3.4375,0.6177
4.2357,0.7121,3.3841,0.5938
4.7114,1.0285,3.5612,0.6424
4.5018,0.9598,3.5701,0.6022
4.5753,0.9043,3.5876,0.6482
4.7473,1.2028,3.6391,0.7108
4.856,1.2309,3.6693,0.7346
5.6431,1.5306,4.1367,1.0436
3.774,0.4324,3.129,0.3858
3.7619,0.5457,3.1056,0.4271
4.002,0.5611,3.2053,0.5546
3.9141,0.453,3.1528,0.4551
5.0732,1.7197,3.8846,0.7953
5.1211,1.6524,3.8877,0.7954
5.012,1.6696,3.8768,0.7734
9.5737,6.4716,4.7929,1.9144
10.0923,6.3111,5.4579,2.6422
10.0287,5.409,5.7915,2.7788
10.3147,6.0156,5.9119,2.982
10.3158,5.8084,5.9634,3.0166
10.2577,6.2046,5.794,2.8076
10.4632,6.3167,5.973,3.0261
4.9712,1.2719,4.3514,0.9363
5.9398,1.7161,4.2526,0.9595
5.7446,1.4007,4.3037,0.7824
10.4299,5.9849,5.7987,2.831
10.4729,6.611,5.9771,2.9794
10.3909,4.7833,5.9682,3.0238
6.1922,1.8069,4.5542,1.1634
6.0048,2.6864,4.3768,1.1013
6.3685,2.9596,4.7388,1.2422
6.6524,3.138,4.9676,1.5846
7.5615,4.1555,5.0528,1.7662
7.1779,4.341,5.1296,1.665
7.8404,5.8052,5.0907,1.8107
5.0006,1.6285,3.7574,0.8137
5.2927,2.1843,3.7622,0.9483
5.408,2.6109,3.804,0.9619
5.5519,2.1672,3.8585,0.9814
5.3635,2.1212,3.9218,0.9623
5.2812,1.6259,3.8662,0.8728
5.1964,1.702,3.8625,0.7695
5.1575,1.7232,3.8805,0.7922
5.1292,1.6933,3.8804,0.8095
5.1498,1.6351,3.8637,0.8109
10.4362,5.4941,5.8379,3.0162
10.4871,7.0443,5.7787,2.9411
10.4856,6.9888,5.9384,3.0185
10.4523,5.9739,6.0728,3.0758
10.4894,7.1055,6.2306,3.1967
10.4781,7.8953,5.7949,2.8486
10.5229,8.594,6.1478,3.4364
10.5166,8.3893,6.0724,3.3364
10.4879,7.4701,6.0023,3.3912
10.4576,6.497,6.0869,3.0533
10.4625,6.6539,6.149,3.108
10.4892,7.509,6.3589,3.3735
10.4521,6.2363,6.3007,3.522
10.5306,8.7574,6.2943,3.5636
10.4956,8.3807,6.1202,3.3559
10.5136,8.4844,6.4126,3.4336
10.5031,8.8995,6.3765,3.6573
10.4477,6.3497,6.515,3.5862
10.5302,9.0212,6.3799,3.7182
10.4641,6.8785,6.4299,3.6875
10.5459,9.5281,6.2329,3.5742
10.5218,9.5125,6.3436,3.7337
10.5186,9.5118,6.4528,3.5809
10.5186,9.5118,5.731,3.0361
10.5071,8.3772,6.2346,3.5782
10.5523,9.4913,6.2303,3.5201
10.5523,9.4913,6.2701,3.6569
10.5429,9.2105,6.2255,3.6208
10.4583,9.498,5.8347,3.2809
10.4808,8.4287,5.8895,3.2031
9.6518,8.1249,5.4004,3.1037
9.9086,9.5585,5.071,2.7762
9.747,9.5697,5.3633,2.9344
9.7011,9.564,5.3738,3.1437
9.758,8.4112,5.2808,3.0322
9.6963,9.5644,5.231,3.1323
9.7069,8.0235,5.2291,3.2334
10.337,6.9872,5.8937,2.8798
10.3892,5.2629,5.7792,2.8116
10.2641,6.7798,5.8729,2.9028
10.1696,8.1041,5.8479,2.9879
10.1673,6.2805,5.764,2.9457
10.0053,6.2905,5.7494,3.0311
10.4575,7.4441,5.8023,2.9406
10.254,8.4368,5.8038,2.9222
10.2183,5.7995,5.9925,3.0886
10.1652,7.9225,5.8863,3.0784
4.1165,0.6735,3.3968,0.4933
4.1832,0.7417,3.3705,0.5183
4.322,0.9442,3.4795,0.554
4.2894,0.926,3.4922,0.5864
4.2648,0.8219,3.5028,0.6102
4.2531,0.6907,3.4569,0.5445
4.3077,0.8389,3.4925,0.5587
4.3248,0.824,3.5004,0.566
9.3686,9.618,4.2101,5.5876
5.8178,3.6987,3.8845,1.1783
10.1049,6.1854,5.9789,3.0663
10.3347,6.1653,5.7664,3.0091
10.4999,8.7863,5.8596,3.1558
10.0004,7.43,5.8776,3.0268
9.8315,6.4839,5.724,2.9546
10.1505,8.1302,5.681,2.9258
9.8849,8.3854,5.7265,3.0583
9.8405,5.7482,5.5044,2.8697
9.929,8.4336,5.6797,2.9567
9.7794,9.1741,5.6924,3.0182
9.7828,7.1557,5.5565,2.9296
9.8819,7.21,5.5847,2.9746
9.6984,7.3518,5.5334,2.6983
9.9386,8.0365,5.5084,2.8615
10.0003,7.9427,5.5728,2.9136
10.0378,8.5768,5.6927,2.9391
9.6719,7.9776,5.4831,3.0207
9.7868,8.8086,5.479,2.9914
9.731,8.8982,5.4988,3.014
9.8274,8.093,5.4799,2.963
4.0736,0.4798,3.2616,0.4991
4.0754,0.4774,3.2716,0.5137
4.049,0.4472,3.2902,0.4896
3.9919,0.3261,3.5352,0.5394
4.4893,0.4801,3.8503,0.5079
4.6875,0.9671,3.6796,0.4236
5.0315,0.8877,3.9189,0.7079
5.1802,0.9992,4.1215,0.7191
5.1876,0.9675,4.2113,0.8025
5.5586,1.6298,4.1812,0.9226
5.6914,1.8966,4.2214,1.0257
4.0887,0.5452,3.477,0.4585
3.744,0.1938,3.3195,0.3153
6.0926,0.9658,4.5888,1.2707
7.5671,2.4327,4.8047,1.944
9.2169,8.8514,5.6622,2.9799
9.0261,9.6433,5.5007,2.7506
9.6262,9.5826,5.6619,3.1345
9.7957,9.5709,5.8201,3.4264
10.5123,9.5386,5.9545,3.4949
10.0344,9.5718,5.9584,3.2566
10.4035,9.5458,5.78,3.2059
10.2345,9.5576,5.9505,3.327
10.0853,9.5679,5.9898,3.2993
7.7031,1.8692,5.1395,1.721
4.5849,1.3158,3.62,0.7383
4.5456,0.736,3.6288,0.7494
4.9837,1.1683,3.6255,0.7931
4.5453,1.5434,3.6832,0.7029
5.1754,1.8621,3.6433,0.8819
4.9197,2.3284,3.7084,0.867
5.3987,2.0267,3.8019,1.0249
5.3133,2.1311,3.8094,1.0268
5.3079,2.6538,3.7696,1.065
5.531,2.4526,3.8899,1.1643
4.3716,0.5053,3.8234,0.9739
4.1394,1.1575,3.4972,0.4923
5.3168,1.6347,3.8904,0.9851
5.0721,1.5241,3.6467,0.7709
5.1854,1.7124,3.7408,0.8826
9.7989,8.7338,5.412,3.1422
10.0236,7.796,5.3332,3.1484
9.844,8.2914,5.2617,3.0934
9.7688,9.5593,5.2995,3.1709
9.6262,7.2017,5.3539,3.4173
9.6377,8.5754,5.1596,3.255
9.7112,8.4574,5.2397,3.4032
9.6702,8.8538,5.2353,3.434
9.6824,9.5812,5.24,3.2868
10.5754,9.5535,5.1305,5.1336
9.5469,9.6018,5.2049,3.2883
9.4679,9.5871,5.2197,3.2606
9.1929,4.3616,4.768,2.6311
8.6438,9.6879,4.0757,3.276
7.8967,3.8179,4.5647,2.1087
7.4336,3.3886,4.5437,2.115
8.0872,6.0695,4.4212,2.4253
10.5624,9.5636,5.009,3.5387
10.5624,9.5636,5.3122,3.5596
10.5384,9.548,5.5549,4.0842
10.5788,9.5401,5.5587,4.2647
10.5867,9.5751,5.4603,4.3537
10.579,9.536,5.7539,4.2513
10.579,9.536,5.4845,3.8265
10.4649,9.5216,5.8164,3.1829
10.5054,9.5138,5.5572,4.1021
10.5054,9.5138,5.6978,4.0406
10.5054,9.5138,5.706,4.3151
9.6667,9.5904,5.2673,3.4058
6.1719,0.495,4.2292,0.8357
9.5134,9.5866,5.1824,3.7526
9.3507,7.2806,5.5012,2.4642
10.574,9.5478,6.2623,3.8151
10.5679,9.5476,5.8142,4.089
10.5438,9.532,6.9025,6.3369
10.5679,9.5476,7.0721,8.1751
10.6197,9.5969,7.9366,8.9796
7.1681,6.6069,5.2604,1.4844
10.2408,9.5929,5.2481,3.5731
10.2015,9.5913,5.3668,4.5442
10.5713,9.5657,6.1351,4.8796
10.5713,9.5657,5.474,5.4007
10.5713,9.5657,5.2354,5.1119
10.4649,9.5216,5.4744,4.1151
10.4815,9.4983,5.6928,4.0642
10.4815,9.4983,5.6662,3.9813
10.4578,9.5127,6.1295,4.4453
10.4578,9.5127,6.0993,4.4482
10.4817,9.5283,5.8896,4.3078
10.5745,9.5293,6.1926,4.8763
10.5745,9.5293,6.2685,5.0092
10.5745,9.5293,6.2097,4.9471
10.5745,9.5293,6.2153,4.8897
10.5808,9.517,6.3633,5.303
10.5808,9.517,6.2956,5.2287
10.5808,9.517,6.4266,5.0929
10.5682,9.4668,6.2508,5.034
10.5682,9.4668,6.3691,5.1687
7.1352,1.7092,4.524,1.2521
9.4149,5.951,5.204,2.183
10.5745,9.5293,6.2853,4.9795
10.5745,9.5293,6.3736,5.2114
10.5745,9.5293,6.3258,5.1552
3.6107,0.2277,3.1789,0.3161
3.6893,0.2761,3.2246,0.3926
3.7869,0.3962,3.2362,0.3866
3.7065,0.2556,3.2502,0.3668
3.6788,0.2526,3.2149,0.3481
3.4608,0.2233,3.0599,0.335
3.6237,0.2542,3.1439,0.3737
4.6198,0.6294,3.4799,0.7296
6.112,0.9402,4.5077,1.0474
7.6259,1.8398,4.9635,1.6341
7.3714,1.9658,4.9183,1.5671
7.7887,2.2834,4.6816,1.7377
8.6997,9.0199,4.2884,2.5859
8.5403,9.6986,4.2633,2.6893
6.4894,2.4524,4.135,0.7925
3.3284,0.3603,2.8855,0.3637
3.5722,0.2515,3.1871,0.2686
10.5682,9.4668,5.9295,3.6044
10.5682,9.4668,6.1483,3.2506
10.5682,9.4668,6.4963,3.6572
10.5682,9.4668,6.4757,4.2031
10.5447,9.3705,6.4833,3.8172
10.5712,9.4627,6.6337,3.776
10.5285,8.8726,6.7284,3.7706
10.4748,8.7197,6.6169,3.6417
10.45,7.8652,6.4967,3.1883
9.3621,6.3962,5.9422,2.537
9.5048,6.2203,5.9159,2.4583
5.7628,1.7181,4.1042,0.9196
5.674,2.0798,3.5917,1.0439
6.0535,3.0557,3.6359,1.2535
6.1572,3.5163,3.605,1.3721
6.4168,3.8249,3.7134,1.46
6.5335,4.1957,3.8206,1.4983
6.2419,3.2925,3.8282,1.2916
6.8223,3.8758,3.9022,1.6443
6.8843,4.4253,3.9853,1.726
5.1634,0.6883,4.0738,0.7236
4.2412,0.2505,3.799,0.4241
4.0511,0.3643,3.5775,0.427
3.6281,0.2275,3.2025,0.3391
3.6615,0.2313,3.235,0.3414
3.7364,0.2412,3.3532,0.3604
4.031,0.3058,3.4874,0.4433
3.6727,0.2863,3.2066,0.3429
3.5395,0.2606,3.1141,0.3219
3.5501,0.2554,3.1393,0.3162
3.4534,0.2219,3.0892,0.3176
3.5793,0.2313,3.1585,0.34
3.5909,0.2378,3.1769,0.3381
3.5791,0.2583,3.1768,0.3146
3.5657,0.2655,3.1706,0.3059
3.5758,0.2404,3.1619,0.3185
3.5819,0.1878,3.2105,0.2755
3.6013,0.1855,3.299,0.292
3.2081,0.1573,2.9033,0.2445
3.2443,0.1578,2.9367,0.2544
3.2808,0.1629,2.9793,0.2544
3.2942,0.1662,2.9924,0.2576
3.4764,0.1667,3.1211,0.2446
3.5302,0.1739,3.1998,0.2726
3.5771,0.1718,3.244,0.2722
3.6056,0.1831,3.2612,0.2782
3.5564,0.1794,3.2246,0.269
3.5257,0.1719,3.1732,0.2591
3.4301,0.1479,3.0556,0.2186
3.5252,0.1628,3.1706,0.2637
3.5108,0.182,3.1621,0.2772
3.1582,0.1298,2.9342,0.218
3.5532,0.1666,3.2698,0.2807
3.4688,0.2033,3.0398,0.2667
3.4214,0.172,3.1089,0.2535
3.3579,0.1588,3.0578,0.2463
3.4043,0.1579,3.0919,0.2471
3.3712,0.1544,3.0726,0.2448
7.3042,9.7229,4.1095,4.9826
6.6105,9.7706,3.8714,5.7418
5.2228,0.5538,3.7776,0.4939
3.3463,0.1538,3.0358,0.232
3.6575,0.1999,3.2297,0.309
3.3759,0.1554,3.0646,0.2445
3.384,0.1625,3.0868,0.2476
3.4355,0.168,3.1285,0.259
3.627,0.22,3.2303,0.2974
3.5677,0.2081,3.1953,0.2899
3.6163,0.2115,3.2271,0.2963
3.4447,0.1664,3.132,0.2438
4.6465,0.5267,4.1828,1.6405
7.0287,9.7568,4.414,3.1465
7.3037,9.7387,4.0595,4.7903
3.5073,0.1727,3.1755,0.2652
3.5333,0.1735,3.206,0.2699
3.7236,0.1952,3.4014,0.2849
3.5869,0.176,3.2379,0.2654
3.6159,0.1747,3.2668,0.2795
3.6173,0.1775,3.2721,0.281
3.6207,0.1738,3.2823,0.2796
3.8012,0.1878,3.3839,0.3019
3.6087,0.1927,3.2577,0.2967
3.6963,0.2177,3.3107,0.2982
3.6651,0.1899,3.3106,0.2941
3.6993,0.1898,3.3348,0.2982
3.724,0.1895,3.3605,0.298
3.6432,0.1752,3.248,0.2646
3.4489,0.1583,3.1347,0.2632
3.4554,0.1639,3.1338,0.2629
3.4944,0.1721,3.146,0.2703
3.494,0.1714,3.1719,0.2751
3.5401,0.1852,3.2636,0.2719
3.5288,0.1675,3.2197,0.2581
3.6604,0.1888,3.2955,0.2863
3.5659,0.1684,3.2287,0.283
3.6953,0.1811,3.2259,0.2571
3.4978,0.171,3.1677,0.2604
3.5373,0.1732,3.1725,0.2815
3.5269,0.1694,3.1822,0.2801
3.5459,0.1777,3.1965,0.2848
3.571,0.1787,3.2558,0.2847
3.6856,0.2056,3.3157,0.3178
3.4684,0.1763,3.1432,0.2463
3.7088,0.2409,3.2409,0.3107
3.725,0.1953,3.3503,0.2994
3.7281,0.1973,3.3613,0.3015
3.7792,0.2009,3.4016,0.3077
3.4916,0.1262,3.2506,0.2543
3.5824,0.1443,3.2634,0.2628
3.5167,0.1277,3.2611,0.2515
3.4462,0.1498,3.1071,0.2531
3.5689,0.1711,3.2239,0.275
3.6991,0.1758,3.3263,0.2984
3.7527,0.1913,3.358,0.3142
3.769,0.1921,3.3834,0.3153
3.7968,0.1976,3.4061,0.3164
3.808,0.191,3.3986,0.3204
3.256,0.1485,3.0209,0.246
3.4071,0.1563,3.1015,0.2515
3.5507,0.1708,3.2089,0.2664
3.5022,0.1585,3.127,0.2473
3.328,0.1663,3.0376,0.2487
3.3921,0.1554,3.0858,0.2507
3.5269,0.1748,3.2071,0.2746
3.5455,0.1777,3.1924,0.2889
3.6078,0.1869,3.2534,0.2945
3.5949,0.1787,3.2449,0.2843
3.5943,0.1787,3.2556,0.2896
3.619,0.1809,3.2644,0.2945
3.6002,0.1647,3.305,0.2542
3.4977,0.1504,3.195,0.2528
3.5183,0.1947,3.1959,0.2672
3.5422,0.2236,3.2049,0.2789
3.6255,0.2309,3.2864,0.2874
3.6324,0.2289,3.2944,0.2873
3.5365,0.2005,3.1812,0.2826
3.506,0.1635,3.2212,0.2795
3.417,0.1535,3.1407,0.2565
3.5426,0.1626,3.2096,0.27
3.548,0.1705,3.233,0.2764
3.561,0.1697,3.2371,0.271
3.5585,0.1695,3.2306,0.2687
3.4959,0.1667,3.1732,0.2688
3.3815,0.1768,3.0585,0.2517
3.4697,0.1838,3.1198,0.2795
3.5268,0.1861,3.1862,0.2728
3.5549,0.1937,3.2064,0.2769
3.3356,0.1734,3.0127,0.2433
3.5729,0.2135,3.1945,0.286
3.6808,0.2403,3.2598,0.3062
3.6588,0.2329,3.26,0.3024
3.4405,0.1777,3.1044,0.2629
3.4546,0.1729,3.1252,0.2567
3.4624,0.1787,3.1276,0.2642
3.487,0.1835,3.1317,0.2496
3.3431,0.1823,3.0176,0.2366
3.8079,0.3419,3.198,0.3192
3.9346,0.2743,3.3435,0.3649
3.9179,0.2901,3.2994,0.386
3.8934,0.321,3.3366,0.3668
3.8548,0.3217,3.2886,0.3542
3.6293,0.1979,3.2423,0.2992
3.3909,0.2078,2.9725,0.2701
3.4861,0.1633,3.1695,0.2618
3.4466,0.1666,3.1715,0.247
3.6412,0.1762,3.2934,0.2782
3.6564,0.1761,3.3042,0.2847
3.6348,0.1756,3.296,0.2767
3.6523,0.1761,3.3018,0.2793
3.6961,0.1798,3.3075,0.2826
3.2347,0.14,2.9556,0.2329
3.306,0.14,3.0077,0.2281
3.4359,0.1596,3.108,0.2628
3.4748,0.1627,3.1449,0.2694
3.4793,0.1659,3.1504,0.2693
3.4767,0.1731,3.1532,0.2759
3.4844,0.1678,3.1621,0.2703
3.5596,0.1673,3.2039,0.2917
3.2473,0.1337,2.9695,0.2236
4.1182,0.4624,3.3109,0.5156
4.0923,0.4311,3.35,0.5117
4.2096,0.4318,3.3775,0.5605
4.2773,0.4359,3.3994,0.5854
3.7597,0.1918,3.4137,0.3226
3.9872,0.2097,3.572,0.3543
4.0231,0.2349,3.5859,0.3647
4.026,0.2189,3.6095,0.3615
4.0166,0.2151,3.6159,0.3467
3.9879,0.1973,3.568,0.3618
3.4789,0.1629,3.0859,0.2445
4.1712,0.4312,3.3595,0.5384
3.3024,0.1598,3.0101,0.2597
3.3142,0.152,3.0464,0.23
3.6971,0.2282,3.2958,0.3094
4.1092,0.4816,3.4138,0.4853
4.1105,0.4294,3.4283,0.4809
4.0838,0.6309,3.3473,0.4865
4.6901,0.5258,3.7764,0.6716
3.7651,0.2871,3.2842,0.3563
4.0081,0.8933,3.2864,0.4086
3.8744,0.3299,3.3617,0.3537
3.7503,0.2306,3.3327,0.3263
3.8793,0.2764,3.3965,0.3657
3.4115,0.1985,3.0786,0.281
4.3326,0.777,3.2158,0.5049
4.1107,0.7451,3.4217,0.4902
4.4951,0.8627,3.4723,0.54
9.7788,9.5546,3.066,4.2328
9.9977,9.5568,3.2022,4.4262
10.4943,9.5056,3.2368,5.7689
4.4847,0.5629,3.4389,0.587
10.508,9.509,3.414,5.1839
4.3373,0.7684,3.47,0.6526
4.5383,0.9715,3.5246,0.6937
4.7458,1,3.6248,0.7186
4.626,0.9221,3.5837,0.7127
4.2325,0.5977,3.4752,0.5628
4.2399,0.3931,3.4098,0.5242
5.7827,1.6085,3.5737,0.792
4.1785,0.8143,3.4427,0.5436
5.7616,1.6093,3.7993,1.0512
5.6664,1.3438,3.8774,0.9623
5.841,1.4912,4.0059,1.072
6.0744,1.4484,3.9779,1.0077
6.2408,1.6091,4.0409,1.12
3.813,0.3172,3.2889,0.3725
3.9939,0.5189,3.2004,0.5082
3.5093,0.2757,3.0239,0.3377
3.7447,0.4097,3.0968,0.4114
3.6527,0.2845,3.1036,0.3949
3.6437,0.2835,3.0807,0.4009
3.6657,0.3109,3.1135,0.3847
3.6757,0.3049,3.1155,0.3863
3.8427,0.3319,3.2543,0.3509
4.0152,0.3261,3.6052,0.3988
5.2113,0.6115,3.8436,0.7998
4.4092,0.8378,3.5456,0.5537
4.7876,0.9718,3.5316,0.6229
5.6576,1.1296,4.0581,1.0334
5.6383,1.1155,4.0744,1.0397
5.6123,1.1294,4.0306,1.0277
4.814,0.9726,3.5552,0.6323
4.2308,0.3978,3.583,0.4903
4.243,0.4451,3.5725,0.5
4.3543,0.5423,3.5954,0.5252
4.2324,0.4945,3.5914,0.4715
3.4398,0.1645,2.9623,0.1814
3.478,0.2309,3.1824,0.2451
3.3304,0.1416,3.2364,0.2799
5.1004,0.6216,4.2252,0.8272
5.7412,1.2047,4.3868,0.921
5.7477,1.2609,4.4219,0.9268
5.7173,1.2793,4.4211,0.8973
5.7086,1.3422,4.0363,0.8592
3.5071,0.111,3.3118,0.2436
3.7539,0.2849,3.3445,0.3657
4.0758,0.5062,3.4312,0.4964
5.5039,1.0358,4.0269,0.9195
5.5628,1.0423,4.0775,0.9787
5.5852,1.0564,4.0358,0.9271
5.5831,1.041,4.0956,0.9823
4.1761,0.5951,3.4805,0.5466
4.2735,0.6756,3.4856,0.5343
4.6072,0.7944,3.5058,0.6077
5.0823,0.9787,3.8111,0.7579
5.186,0.9566,3.9432,0.7924
5.2727,0.9712,3.9932,0.7782
5.3773,0.9689,4.0797,0.8194
5.4215,0.9842,4.1068,0.83
4.0467,0.4088,3.3126,0.4346
3.9608,0.4205,3.2132,0.3903
7.1682,3.0252,3.701,1.1359
4.8997,1.0361,3.4976,0.956
5.3912,2.9115,3.2087,1.2226
5.7413,2.002,3.6088,1.2152
7.5612,4.908,3.9291,2.1465
7.1227,6.0304,3.9005,1.9906
7.7341,7.4012,4.2837,2.2792
8.6253,7.4411,4.5211,2.4806
9.4587,8.928,4.7658,3.0536
9.8631,8.8484,4.9936,3.1015
10.2336,9.557,5.0465,3.3583
10.0784,9.0071,7.9729,7.018
5.7028,2.782,4.1788,1.1407
6.6316,2.7152,4.5109,1.5732
7.4425,3.9973,4.7143,1.798
8.006,8.3489,4.5144,2.1523
8.3337,6.3496,4.7601,2.1965
8.9331,7.9028,4.6867,2.4712
9.3654,7.5174,4.7373,2.5424
9.637,5.5915,4.8877,2.3279
9.0989,6.1931,4.8132,2.3053
9.1336,4.9501,4.8082,2.3689
6.6471,1.9837,4.5894,1.3059
9.0121,5.7326,4.8838,2.6554
7.9939,9.6313,4.6968,2.6491
9.0963,8.4321,4.8484,2.7301
9.1598,5.3972,5.1254,2.6226
9.1603,4.6192,5.032,2.4779
9.4855,4.7033,5.1201,2.5822
9.7079,4.1222,5.2741,2.6286
8.9857,2.9308,5.0048,2.0758
10.1095,9.5088,4.725,5.0184
7.9427,9.6776,2.9982,5.0423
8.5063,9.6211,3.8353,4.225
10.3261,9.5098,4.1778,7.3812
10.3385,9.509,4.6496,7.2296
10.5392,9.4948,4.4179,10.3756
10.5407,9.4879,4.2287,10.6561
10.2636,9.5339,5.3527,2.8258
4.4813,0.7478,3.2622,0.7578
4.1232,0.9269,3.5307,0.5413
6.3398,2.5688,4.0734,1.3617
7.1239,3.6994,4.4212,1.7025
8.2877,5.377,4.9151,2.112
8.4738,6.2998,4.9351,2.2275
8.2593,6.2253,4.9624,2.1813
8.817,5.6686,5.1019,2.2393
8.712,6.0157,5.071,2.2206
6.0826,3.0099,4.1621,1.3174
5.4194,1.6694,3.4972,1.0888
6.3278,2.6498,3.8549,1.3999
7.7461,2.9836,4.0554,2.0263
7.5551,3.7697,4.2698,2.1043
7.7814,2.4839,4.2894,2.0312
7.9383,2.4808,4.3712,2.0808
7.9901,2.5749,4.4376,2.0677
10.3591,3.8748,4.9225,2.2712
5.0109,0.8249,3.2041,0.414
10.0705,9.5392,2.5563,4.0976
10.4535,9.5299,2.952,3.5842
5.6055,5.16,3.4897,1.3518
7.1154,9.7464,3.6249,2.0681
7.2784,9.7538,4.0556,2.5546
