Johnson Su[F1],Johnson Sb[F2],Johnson Sb[F3],Johnson Su[F4]
0.5273334943,-0.160442269,-1.82892176,0.3016205541
0.4230673997,-0.609181441,-1.871376048,0.4506186609
-0.992148933,-0.906260303,-3.414943682,-0.345771608
-0.021261342,-0.658377938,-2.434357516,-0.071350014
0.3622634193,-0.574011686,-1.920896752,0.2990031643
-0.173015078,-0.668968619,-2.593558536,-0.240074279
0.5856832026,-0.474321488,-1.611728481,0.4602371169
-0.271296275,-0.640026963,-2.713507997,-0.323908748
0.2625341253,-0.5040058,-2.061655771,0.1912709776
0.4800544907,-0.473192765,-1.754481315,0.3664954453
-2.737471554,-0.925570919,-4.936457856,-2.478030514
0.8760404687,-0.184431888,-1.259175962,0.6539787001
-0.074322968,-0.467221207,-2.484468887,-0.204817184
0.0163630572,-0.41390886,-2.385516923,-0.217492259
-0.093731676,-0.358134831,-2.583524988,-0.155489518
0.3488385948,-0.188203306,-2.069535273,0.2926678224
0.3913716783,-0.251864851,-1.960946071,0.1813730726
-0.115112597,-0.419477566,-2.535703307,-0.43853265
0.4323808125,-0.75610382,-1.738024453,0.5977325821
0.2628756721,-0.804928717,-1.962121827,0.4391569679
0.4464735143,-0.690199275,-1.741863729,0.6368983185
0.4688235723,-0.7087641,-1.678604938,0.6229775232
0.2527608309,-0.758282677,-1.981138777,0.4530127296
0.3246424585,-0.787628806,-1.879102778,0.5390098116
0.1464444683,-0.526757738,-2.202057091,0.0475855138
0.2756424294,-0.795581404,-1.904951222,0.3596923896
0.2430906981,-0.711722649,-1.950620257,0.3470982473
0.6336827792,-0.29051778,-1.601865569,0.4462333208
0.1370548378,-0.381266955,-2.261139683,0.0179910039
0.1779827454,-0.939565678,-2.1145541,0.4898856443
0.21739909,-0.900839239,-2.076603536,0.553836603
0.3223640042,-0.835793869,-1.934708115,0.6496061418
0.3654889598,-0.849126673,-1.880629096,0.6552397181
0.1594125934,-0.924377682,-2.137677631,0.5266204211
0.1324157957,-0.919084944,-2.16698737,0.4803219883
0.3147601841,-0.803563741,-1.909847581,0.5749333782
0.2301462837,-0.849126673,-2.006744196,0.5034899498
0.4471257038,-0.775253515,-1.727639859,0.6700936192
0.3147791373,-0.814414508,-1.884583966,0.5442687457
0.589528298,-0.671672275,-1.539625272,0.7665624915
0.251054838,-0.844139848,-1.98849531,0.5671264793
0.6694248436,-0.665925025,-1.430872273,0.7838815027
0.339690415,-0.723822113,-1.869714096,0.5042738756
0.5831016247,-0.60666233,-1.562094826,0.6967954208
0.4928952968,-0.658605787,-1.674085958,0.6291274339
0.3316637257,-0.698991668,-1.856932303,0.4790315647
0.5594631466,-0.629600602,-1.56243523,0.6246139146
0.5216240182,-0.618703546,-1.617662996,0.6058319813
0.2842020487,-0.662007959,-1.938515221,0.523264948
0.6973481607,-0.476373184,-1.395514249,0.7940369717
0.3351520835,-0.655818162,-1.850085392,0.4155322917
0.6556858818,-0.51550933,-1.426755056,0.6704012919
0.7431321534,-0.464569264,-1.288785714,0.7503322851
0.7733267125,-0.439753109,-1.253012071,0.7415793365
0.7454715518,-0.450600806,-1.288244625,0.7590162472
0.8966633514,-0.395036647,-1.067743189,0.8747312535
0.7235367145,-0.452510181,-1.314330063,0.728620384
0.3294671356,-0.828599527,-1.915277064,0.6156416328
0.3439176035,-0.847473878,-1.876744092,0.5808544406
0.3802984439,-0.805821683,-1.851654008,0.6514248065
0.3420559656,-0.848020377,-1.883765612,0.5716562195
0.3732333888,-0.832413609,-1.829560354,0.6426397758
0.4838829451,-0.790900844,-1.689715889,0.674952646
0.2901233582,-0.636833895,-1.916456605,0.4663025163
0.6202553528,-0.560942209,-1.47415951,0.6766131418
0.7912961349,0.0791212455,-1.741530834,0.7916863095
0.662661912,0.0064967852,-1.878698619,0.6750446224
0.5327869286,-0.03263841,-2.051171721,0.5683011541
0.4754901654,-0.000648935,-2.161241843,0.609400018
0.9646602947,0.177351214,-1.559665685,0.9863197932
0.8345392575,-0.12468772,-1.399442164,0.7754856468
0.3347206178,-0.201316309,-2.083544909,0.4157770689
0.7211587407,-0.207788643,-1.530320756,0.6457704525
0.745799511,-0.065519397,-1.560257639,0.7203547907
0.5368306334,-0.079729028,-1.955630129,0.5727413536
0.7286579782,-0.005158893,-1.750904846,0.727382718
0.5611978628,-0.027194657,-1.977076411,0.6110006426
0.2858879367,-0.195148296,-2.20968924,0.2723208826
0.5415323521,-0.04807874,-1.963649668,0.5448016989
0.5885745517,-0.028293594,-1.903271061,0.6001732868
0.5102009668,-0.254697204,-1.832223472,0.564522777
0.4764799347,-0.351451565,-1.862997536,0.5059833418
0.3931561373,-0.309888089,-1.978034145,0.439362699
0.6556807751,-0.204889492,-1.624373659,0.5894290633
0.4231736238,-0.150741995,-2.052722107,0.4378634591
0.759379279,0.031288406,-1.622557017,0.6344218625
0.6141966869,-0.144670249,-1.710368553,0.4332370756
0.6655385004,-0.137592102,-1.646128921,0.4415479497
0.5031925023,-0.041866704,-1.949089346,0.4688848903
0.755685129,-0.459911294,-1.372596775,0.9165888316
0.559668616,-0.415577592,-1.624373659,0.7047756856
0.7357275864,-0.473060015,-1.313283976,0.7350910198
0.7017066407,-0.47115596,-1.373511046,0.7018461485
0.2101651719,-0.579415998,-2.032846494,0.4038024153
0.3233072087,-0.584202272,-1.876744092,0.4846880871
0.8018289637,-0.464564288,-1.227833999,0.8408423987
1.2422173309,0.3657444747,-1.254569179,1.1750872254
0.5041536336,-0.02412764,-2.090581836,0.5582224553
1.0609591149,0.1093727734,-1.214428574,1.0095551922
1.2074829904,0.1330778909,-0.936245884,1.0179514256
1.0808648372,0.1111028144,-1.138477033,0.9565663928
1.4354066824,0.2670746789,-0.666962809,1.2184687892
0.4298263589,-0.054516037,-2.127910409,0.5702190648
0.7035414879,0.133309457,-1.926778201,0.813828608
0.8576851983,0.1302227347,-1.725896542,0.9150376111
1.0042796454,0.2730026124,-1.556249346,1.0262446931
1.1452655084,0.3370772963,-1.414721977,1.158019597
1.0555952066,0.2589993717,-1.450640254,1.0412073604
0.7856273279,0.2081832539,-1.90079579,0.9126121631
0.8954928085,0.2053763778,-1.660328376,0.9149980617
-0.576570416,0.0537627076,-3.74359822,0.2545274052
0.7208561678,-0.006018826,-1.692518199,0.5916032456
0.6766397634,-0.126437661,-1.667431525,0.6859990702
0.8127189257,-0.005200743,-1.515893542,0.8072482074
0.5922518835,-0.022791399,-1.845606275,0.6667646755
1.0457574037,0.1453495123,-1.266725477,0.9782937138
1.2218392634,0.1984428361,-0.98048552,1.0952980575
1.264859074,0.2167564503,-0.908467071,1.1202458919
0.4774456533,-0.055334499,-2.073114598,0.6052182867
0.9643914588,0.1771829489,-1.459675699,0.9193628288
0.9300449452,0.2239547472,-1.598793891,0.9673898827
0.9643141977,0.3266972545,-1.621687505,1.0390591471
0.7598138301,0.088157142,-1.726065042,0.782672915
0.9746293912,0.2179496171,-1.572924528,0.9542739411
0.9631196327,0.205959622,-1.56244903,0.9590494739
0.4198115218,0.0273818976,-2.265564613,0.5826116352
1.0968445365,0.3136794957,-1.492122368,1.1370418099
1.181498319,0.4232990684,-1.448691275,1.2373859557
1.2169421667,0.5104124958,-1.45666106,1.3073610733
1.1291064192,0.4505297777,-1.509462595,1.206129695
1.0745714953,0.130138917,-1.201008272,1.019678645
0.4324711489,0.0081470441,-2.115538383,0.6066660033
1.4202233105,0.2727283843,-0.67608023,1.2196340786
0.2861586855,-0.011763836,-2.305027352,0.486869045
1.4866631624,0.3555847448,-0.635610723,1.3106222557
0.929789162,0.1881490016,-1.481189379,0.9685671933
0.4401775167,0.1001214223,-2.192808976,0.6405447935
1.1100619672,0.2644795463,-1.281079686,1.0907068087
0.5750763439,0.1594918498,-2.012571487,0.7331365972
0.7410538527,0.1610747317,-1.828386703,0.8303880343
0.8356114051,0.1720485787,-1.722760485,0.9036533109
1.0168412978,0.2437328449,-1.522260532,1.0404172171
0.9468328132,0.224239647,-1.601450545,0.9738819331
1.626806827,0.4323405679,-0.829301693,1.5559497089
1.114807276,0.2982373893,-1.389057069,1.0886121419
1.3562656397,0.3638676427,-1.170060859,1.3523799451
1.1546640318,0.2443511248,-1.444008456,1.2483959889
0.5308721015,-0.05680711,-1.931012982,0.6426555454
1.1819527773,0.3767293823,-1.393715674,1.1906440873
1.7640971724,0.5891876078,-0.670578593,1.6888590139
1.3360141284,0.4131491365,-1.133565732,1.3652401488
0.9039472902,0.0744544785,-1.447754933,0.8499983882
1.013382328,0.143066292,-1.307117884,0.9563910073
0.4105657202,0.0038945707,-2.196056096,0.5647055294
1.1583397637,0.2317568866,-1.174299095,1.0314395427
1.1336844882,0.2197952135,-1.260226058,1.0877721379
0.9696170539,0.1754829212,-1.433806804,0.9420884149
1.1651748352,0.231118502,-1.152563418,1.0487399879
1.1745530243,0.4625390214,-1.54125731,1.267659448
1.0143694045,0.3745614018,-1.742556353,1.1592885188
0.8917162711,0.3142331562,-1.894312912,1.0721961255
0.8856472634,0.295244353,-1.854846377,1.0498448517
1.3547950032,0.4605336095,-1.179061563,1.3354799108
1.7425410909,0.5216476802,-0.510262165,1.600642322
2.2337585225,0.7262666086,0.2323677995,1.9500208408
2.2360837301,0.7064951713,0.3710032391,1.8988551414
2.2152855231,0.7274204973,0.1443401347,1.9384496289
1.3511537795,0.3261773949,-1.149705376,1.4060274537
1.3603694281,0.3805240953,-1.122099763,1.3898418805
1.8602754214,0.3923942982,-0.174440345,1.6007789848
2.3082234245,0.8085691961,0.2536697817,2.00152891
1.2955655784,0.2283214048,-1.109215014,1.2917676771
1.8635664997,0.4691461872,-0.340100037,1.6365975175
1.0052444869,0.4783770986,-1.937983478,1.2538859038
2.094743386,0.5030788414,0.1735646784,1.7306061368
0.8578932412,0.312236073,-1.827407994,1.0531470098
1.0821296985,0.4489587038,-1.583921013,1.2504472987
1.457938441,0.6002874547,-1.110789878,1.4716337834
1.4478307643,0.6433679222,-1.203163745,1.5011216983
0.96993164,0.4837425627,-1.802155176,1.1844296727
0.9885304144,0.4264591434,-1.867676013,1.2160477824
1.1390638094,0.4592762519,-1.637198559,1.2743133981
1.0565701506,0.4440889872,-1.837731606,1.251026772
1.0468213562,0.4358355084,-1.765874777,1.2231763163
1.2637722769,0.4447368784,-1.414097591,1.3450309415
1.3078957611,0.5195130601,-1.404033454,1.3779347724
1.4670902802,0.5612619538,-1.106278435,1.4461006577
1.2378415322,0.4609349693,-1.455106278,1.2977974064
1.2290173421,0.3571949692,-1.296900006,1.197429502
1.1430435522,0.5094804719,-1.603692151,1.3075966376
1.3633653147,0.4139184492,-1.143166939,1.31464184
1.2018407309,0.3492085535,-1.346855009,1.1963619943
1.2818625007,0.3983859335,-1.287174048,1.2842574216
1.0699027915,0.1915487339,-1.465679622,1.1170102586
1.5172330531,0.6999493083,-1.297925353,1.5931189023
2.0378613313,0.4690561898,-0.003743124,1.7398792146
1.2251414776,0.4034869006,-1.419205807,1.254529267
0.9935855111,0.4975631372,-1.97859672,1.265663595
1.926842961,0.5401863903,-0.27744564,1.7225016593
1.5570408362,0.535571262,-1.011093384,1.5211158998
1.6288537849,0.4898036555,-0.801986617,1.5055635406
1.6035042467,0.4957299014,-0.77097145,1.4375161643
1.2572988933,0.4129360243,-1.373598154,1.2914202906
1.5116159991,0.4386278726,-0.947743635,1.4583451334
1.1791447648,0.2709117098,-1.338236969,1.1823372712
1.1322096775,0.3412986135,-1.545223446,1.2548957896
1.4737340414,0.4680451138,-1.077965049,1.4655372061
1.887776768,0.5605871195,-0.352881209,1.6784205721
1.5451566405,0.4626422968,-0.915683555,1.4528328268
1.320627197,0.4230652562,-1.280104479,1.3255141494
2.0030758218,0.6462818022,-0.216291442,1.7783767644
1.4485563771,0.476724,-1.083579857,1.4273323598
2.2052970906,0.7793366967,0.0978176481,1.9043138031
1.412923099,0.4737715269,-1.145812782,1.3810277921
1.4252522588,0.4974273399,-1.169215796,1.4014097093
1.5797698694,0.442057136,-0.780570458,1.4603205059
1.2573982251,0.4082545778,-1.456912084,1.3675511364
1.19670974,0.3661939598,-1.469798559,1.2669374541
1.360415138,0.4970774265,-1.353616323,1.4309923227
1.1912123197,0.4001560505,-1.418010322,1.2497199049
1.2281781781,0.4977472989,-1.65780057,1.4094158057
1.1127376512,0.39372875,-1.576189399,1.2467298131
1.5638460796,0.6171337282,-1.1240432,1.5908430269
1.510074252,0.543367193,-1.040619579,1.4816338459
1.0530005931,0.4346195874,-1.732900593,1.2299795359
-0.136510335,-0.745214478,-2.570540689,-0.092256213
1.6640873766,0.564794582,-0.837182286,1.5553705652
1.4732808851,0.4773158577,-1.096157256,1.4820743003
1.2681579195,0.46290992,-1.440413309,1.357227258
1.5437313209,0.5016333852,-0.930825167,1.4355537977
1.4592395983,0.4972929265,-1.06130472,1.3970582245
